# synthetic, for demo only -- 400 cells x 132 genes, Poisson counts
# 12 TF programs x 8 targets + 24 unlinked genes; truth in ground_truth_edges.csv
cell,TF01,G001,G002,G003,G004,G005,G006,G007,G008,TF02,G009,G010,G011,G012,G013,G014,G015,G016,TF03,G017,G018,G019,G020,G021,G022,G023,G024,TF04,G025,G026,G027,G028,G029,G030,G031,G032,TF05,G033,G034,G035,G036,G037,G038,G039,G040,TF06,G041,G042,G043,G044,G045,G046,G047,G048,TF07,G049,G050,G051,G052,G053,G054,G055,G056,TF08,G057,G058,G059,G060,G061,G062,G063,G064,TF09,G065,G066,G067,G068,G069,G070,G071,G072,TF10,G073,G074,G075,G076,G077,G078,G079,G080,TF11,G081,G082,G083,G084,G085,G086,G087,G088,TF12,G089,G090,G091,G092,G093,G094,G095,G096,U001,U002,U003,U004,U005,U006,U007,U008,U009,U010,U011,U012,U013,U014,U015,U016,U017,U018,U019,U020,U021,U022,U023,U024
Cell0299,3,0,12,2,5,5,8,5,5,7,2,1,7,1,2,4,2,2,5,3,5,5,7,8,4,4,12,0,3,2,0,6,4,1,6,3,6,7,1,11,4,5,7,9,6,7,7,2,2,4,8,6,2,9,0,5,3,1,11,7,7,5,2,8,6,4,4,3,4,10,4,18,4,0,6,2,4,6,4,2,2,5,12,6,4,6,5,10,4,6,5,10,5,4,3,7,7,2,2,0,10,3,3,4,3,2,4,10,3,2,9,9,1,6,2,2,3,4,8,4,1,5,1,1,0,4,10,1,3,1,6,2
Cell0300,4,4,10,4,2,4,8,8,3,12,4,4,3,1,3,5,3,2,5,4,4,9,12,3,2,3,4,3,5,6,1,10,4,1,12,5,3,3,6,8,3,7,4,8,2,18,0,7,11,18,4,3,5,6,0,11,3,6,8,9,3,8,2,22,5,3,6,3,6,11,4,15,0,1,15,1,0,1,8,1,2,2,5,12,5,4,3,6,6,13,3,9,2,1,1,1,6,3,2,2,1,5,4,10,2,0,4,3,4,2,7,7,3,4,6,4,2,5,1,0,13,7,1,0,4,2,3,7,3,5,5,5
Cell0301,3,4,7,3,4,7,8,3,4,13,8,6,1,5,3,7,3,5,1,5,0,2,9,2,3,3,7,0,2,1,2,2,4,1,4,6,3,4,2,6,2,10,2,4,5,13,8,4,5,7,5,4,4,4,14,19,6,1,1,3,16,16,6,24,10,2,16,2,12,16,10,25,6,2,8,4,2,3,7,1,3,2,9,8,1,5,3,7,3,10,1,1,8,3,4,2,3,6,2,5,4,9,6,8,5,3,4,3,17,4,0,6,2,3,7,3,6,3,3,7,8,5,7,2,6,11,4,3,13,2,5,4
Cell0302,8,9,4,4,0,12,15,10,5,7,2,4,9,2,2,1,0,6,0,5,1,3,9,0,1,2,5,14,20,6,8,16,12,7,21,2,17,16,19,22,7,44,11,3,3,1,11,3,2,3,7,9,0,10,3,4,6,6,10,6,6,4,5,8,5,5,5,2,3,9,4,12,11,8,2,6,3,17,1,4,17,0,3,15,0,4,0,2,2,22,3,3,4,3,4,3,9,5,2,2,5,10,8,4,2,2,6,4,18,5,6,3,5,20,4,2,3,1,1,1,11,3,6,3,4,3,5,7,5,6,4,4
Cell0303,2,1,7,1,4,2,7,6,2,4,2,3,6,2,5,4,4,4,2,2,2,6,7,3,4,2,8,2,3,5,2,1,4,1,7,4,4,5,3,6,2,6,9,16,3,20,3,6,16,11,1,2,2,7,2,6,3,6,5,3,4,9,3,12,3,1,3,3,9,12,2,14,3,0,14,2,2,0,4,2,4,3,10,6,3,3,2,5,2,15,1,5,2,1,2,3,9,10,1,2,4,3,3,5,3,1,1,10,7,7,5,7,5,9,2,2,9,3,4,1,8,6,10,4,1,0,13,4,4,8,2,2
Cell0304,2,3,4,1,2,5,10,4,5,13,11,7,7,6,7,8,4,7,2,1,0,5,7,2,3,5,6,3,3,0,2,5,3,0,7,6,1,2,2,3,3,9,1,10,14,5,5,2,3,1,8,6,1,9,4,20,2,1,5,7,11,9,5,9,3,4,7,2,10,6,4,14,4,2,5,3,4,7,3,4,3,2,9,5,2,10,1,7,3,7,1,4,4,1,1,4,10,3,1,4,1,9,12,6,3,7,4,7,5,1,1,14,3,5,1,0,1,0,9,3,5,19,0,5,4,12,16,0,4,12,11,6
Cell0305,4,4,10,2,5,6,10,1,5,18,12,7,4,11,5,7,3,10,1,3,2,4,8,1,1,3,5,1,3,3,2,2,4,2,6,3,2,3,4,4,0,3,1,28,14,8,7,2,5,2,4,4,1,5,2,4,2,7,4,15,2,7,2,5,3,7,2,2,5,5,1,5,3,2,6,4,2,3,2,1,4,4,8,5,3,2,4,1,0,12,4,5,3,0,4,3,4,5,3,0,8,2,1,2,2,1,2,10,6,3,11,6,6,9,6,1,2,1,5,5,6,10,6,7,4,15,2,1,6,4,2,9
Cell0306,2,1,7,3,2,4,9,4,4,10,2,0,5,3,1,8,3,6,3,4,3,4,12,3,5,3,2,1,6,2,2,2,1,0,11,2,2,2,6,8,3,13,6,12,9,20,1,10,11,7,0,2,5,5,2,14,5,3,6,6,8,5,7,12,3,6,5,5,5,8,1,13,0,0,16,3,1,1,4,2,6,2,7,7,6,4,2,7,0,8,0,8,3,0,6,5,10,3,2,3,10,7,4,8,2,2,5,1,9,1,2,6,1,5,17,7,3,3,11,3,4,9,1,5,4,2,3,0,4,2,7,1
Cell0307,1,3,9,1,2,2,8,3,2,6,3,2,3,1,4,6,3,9,1,3,3,5,5,4,4,8,11,4,3,0,1,3,1,1,8,2,3,5,9,8,3,7,5,12,6,5,8,2,7,1,2,8,1,10,6,7,4,1,13,10,5,5,2,4,8,2,2,5,5,6,3,5,7,3,9,1,4,11,1,5,1,8,8,3,3,2,5,8,2,7,4,4,4,2,3,1,7,4,2,7,4,10,12,10,4,7,5,2,3,1,5,6,3,3,2,6,2,1,8,0,3,12,0,4,2,11,5,3,1,4,5,1
Cell0308,2,5,12,3,4,2,10,4,8,20,8,3,2,5,7,9,4,7,2,2,3,8,13,0,0,4,11,1,3,0,3,3,3,1,5,2,1,1,1,3,2,2,5,37,17,9,9,2,5,8,6,5,0,5,2,2,1,3,18,14,6,4,2,4,5,15,2,0,6,2,0,6,1,1,9,3,2,1,4,1,6,0,7,3,2,7,3,8,3,8,2,1,5,3,1,1,3,2,2,2,11,5,2,3,0,3,5,8,14,8,2,13,2,16,5,3,4,1,18,2,7,27,1,7,4,6,7,4,6,1,3,1
Cell0309,1,3,13,2,1,4,9,3,0,3,3,3,5,1,4,8,5,3,1,0,7,8,4,8,5,3,10,1,2,4,0,1,4,1,13,13,3,3,7,5,0,3,3,9,5,7,10,4,0,2,8,8,1,8,3,7,4,4,11,11,1,2,1,12,8,3,4,1,7,13,7,18,10,2,4,2,3,8,0,4,8,4,17,2,7,3,11,10,7,2,2,5,4,3,5,2,6,2,2,5,5,6,6,6,3,4,7,5,9,2,3,3,1,12,2,1,3,2,4,4,7,7,8,3,4,9,7,4,6,4,5,0
Cell0310,2,5,5,3,4,6,11,6,5,7,3,2,5,1,4,5,2,3,2,4,3,9,2,2,2,6,9,3,3,4,5,4,5,2,8,0,7,3,8,8,2,12,6,7,6,11,2,12,6,11,4,3,4,3,4,7,1,2,11,7,12,4,1,9,3,5,10,6,6,7,6,5,1,2,20,0,1,3,8,2,3,2,4,9,2,8,2,3,3,8,1,6,7,2,3,3,5,4,0,7,7,4,6,4,1,0,2,9,18,2,0,7,7,15,1,1,3,4,3,0,2,6,4,1,5,8,10,0,3,2,3,9
Cell0311,7,3,5,2,2,8,10,8,5,12,2,6,3,1,6,6,1,13,0,2,2,5,5,1,2,2,10,1,6,4,2,3,3,1,6,7,0,1,1,1,1,1,3,19,12,5,7,5,4,4,6,5,4,5,0,6,3,3,11,11,2,11,3,8,3,6,3,2,5,3,1,10,1,2,12,2,5,4,5,0,6,5,7,7,7,5,0,9,2,11,1,0,8,3,5,3,2,6,0,0,8,2,2,2,1,4,2,9,10,4,3,9,5,4,1,3,3,3,1,3,3,4,5,4,4,7,6,1,6,3,2,1
Cell0312,20,11,4,11,1,19,20,16,8,1,1,4,6,2,3,6,1,5,0,1,0,3,8,2,1,2,3,19,25,10,15,19,6,9,25,0,32,22,15,21,12,50,17,2,2,3,7,0,1,5,13,15,1,16,3,6,3,1,10,4,4,6,6,11,4,5,3,4,7,7,1,11,7,1,2,3,5,12,4,6,9,1,4,8,0,11,1,4,0,8,6,6,2,2,1,3,9,1,1,5,3,12,10,10,6,6,16,3,10,2,4,3,1,14,4,5,5,2,4,3,10,7,2,3,1,9,5,2,7,3,2,3
Cell0313,5,3,5,4,2,10,10,7,5,7,4,4,6,6,3,5,1,7,5,4,2,9,4,2,5,5,6,3,8,3,3,2,2,3,13,3,10,6,9,15,3,12,4,3,3,18,2,5,10,10,1,2,4,2,3,12,2,6,8,2,5,10,4,13,4,2,1,2,3,12,3,11,2,1,20,2,2,2,3,1,9,2,8,8,2,6,3,6,1,7,0,1,3,0,1,2,5,4,2,0,14,3,3,4,0,3,6,7,6,6,3,8,4,8,8,4,2,4,2,9,11,7,1,1,10,4,6,2,2,2,1,2
Cell0314,1,2,7,1,1,1,8,2,2,9,3,3,6,2,1,5,3,9,5,2,4,11,0,6,5,4,5,1,1,1,0,4,3,0,5,8,3,4,6,6,2,6,4,5,7,5,7,3,3,5,5,6,1,9,2,3,1,6,14,10,5,6,2,12,3,2,7,3,9,13,6,19,2,8,2,4,7,10,2,4,6,6,19,3,4,3,5,8,6,4,3,8,4,4,4,8,10,5,4,2,7,6,5,5,1,3,3,3,2,8,11,5,3,15,17,4,6,2,9,2,4,2,7,0,2,7,2,2,1,2,10,5
Cell0315,3,3,9,0,1,3,9,2,3,12,3,4,5,1,2,9,5,2,2,7,3,2,0,5,5,3,6,2,7,4,0,8,2,0,0,10,4,4,2,2,1,13,5,6,5,6,5,1,3,4,4,11,1,7,1,8,1,1,7,6,5,8,4,6,3,0,6,2,6,8,4,7,4,6,6,2,3,5,3,4,14,6,10,3,5,4,5,10,4,4,3,5,5,4,4,7,8,3,0,2,5,3,6,1,1,0,4,2,3,3,5,2,1,3,5,2,14,2,1,0,5,7,3,2,5,11,5,9,0,5,4,5
Cell0316,5,5,6,5,2,8,8,10,2,13,9,7,0,11,5,7,3,10,5,4,2,3,8,3,3,1,12,3,5,8,2,3,3,1,7,2,1,0,3,2,2,1,2,21,16,8,6,8,4,2,5,7,1,6,1,10,1,3,10,6,7,2,3,1,3,9,4,4,3,1,1,8,3,2,5,2,2,3,5,1,5,0,4,8,4,7,1,6,2,8,1,1,4,2,2,2,12,0,2,2,6,5,3,3,2,2,7,8,5,1,9,14,4,7,1,1,2,0,4,0,0,10,9,7,2,6,3,3,1,3,2,2
Cell0317,12,17,3,11,2,22,16,10,9,6,2,3,2,1,2,5,0,3,2,4,2,2,10,3,2,1,5,5,12,9,4,12,3,4,16,0,19,15,18,25,12,45,14,2,2,5,13,1,4,4,6,12,2,6,0,1,3,4,11,10,2,5,2,10,2,5,2,2,5,9,3,12,16,6,1,4,3,12,0,5,9,1,1,12,0,12,2,3,2,23,4,2,4,1,2,2,9,0,3,2,2,12,14,10,2,3,9,0,4,1,7,4,2,4,3,2,4,4,11,4,4,4,1,3,2,10,3,9,8,3,3,4
Cell0318,5,10,0,4,0,11,12,18,9,6,3,6,7,2,2,5,3,2,0,1,0,6,13,2,2,1,5,6,10,0,8,13,14,3,14,1,12,12,11,14,5,30,6,3,6,5,10,3,2,2,10,9,0,14,0,4,0,4,17,9,6,9,1,11,7,5,4,2,3,7,2,9,12,6,1,5,3,21,0,7,11,1,6,14,3,4,2,3,3,10,2,2,4,4,4,4,5,3,1,8,4,6,16,8,6,6,8,4,7,11,3,6,5,10,5,1,8,3,9,1,5,13,4,4,5,8,5,1,1,4,1,1
Cell0319,5,1,2,5,1,2,9,9,7,10,5,2,8,3,3,6,0,9,1,1,1,3,11,1,2,2,11,4,3,1,0,3,2,1,2,15,7,2,4,4,0,3,9,14,10,9,7,1,10,5,4,9,2,6,9,16,5,1,3,2,8,12,4,7,1,9,5,0,2,3,1,6,8,2,8,5,4,4,1,3,6,3,10,4,0,5,2,5,3,10,4,2,3,0,8,6,12,6,2,2,3,8,6,7,2,1,3,10,6,1,4,3,2,12,4,1,6,2,3,2,7,13,1,5,4,2,8,2,6,5,0,1
Cell0320,11,8,2,5,1,12,24,12,8,5,4,5,8,0,0,5,1,3,1,2,2,2,7,4,2,3,10,14,13,7,3,12,15,7,18,0,23,18,20,16,7,40,14,3,0,9,2,0,2,0,8,5,0,15,2,3,2,5,10,12,4,8,4,10,4,4,0,6,4,9,7,21,13,6,1,5,4,12,0,2,6,3,2,12,4,7,0,5,2,9,0,2,2,0,1,9,10,8,0,10,3,18,26,13,5,10,11,1,7,6,3,11,2,5,2,2,2,1,5,0,8,5,2,2,2,2,3,2,14,1,6,4
Cell0321,1,3,7,0,3,3,9,7,5,4,4,4,6,1,4,3,2,9,10,7,6,6,5,13,5,6,9,1,3,2,0,8,2,1,10,3,1,3,5,5,3,3,3,9,5,9,5,5,1,3,4,5,0,4,2,6,0,3,8,13,9,6,3,9,5,4,3,2,6,14,4,14,3,3,3,4,6,13,2,6,7,4,13,5,5,1,9,12,3,8,8,5,2,2,2,5,10,2,1,6,8,10,7,10,2,6,1,6,10,3,1,4,5,22,4,3,5,4,3,5,5,12,1,4,1,9,6,3,4,11,3,4
Cell0322,6,0,4,3,3,4,9,5,6,6,4,2,9,3,4,3,4,4,3,3,3,6,7,5,2,1,11,4,7,1,2,2,7,2,8,2,4,6,5,15,2,11,8,7,5,14,2,5,3,5,2,1,3,2,2,12,2,0,10,5,10,3,1,8,1,5,6,3,7,7,3,14,4,1,13,3,1,1,7,0,4,2,3,8,1,3,3,7,3,10,3,3,1,1,3,5,7,4,2,2,6,7,2,7,2,0,2,4,5,9,1,10,2,6,1,0,0,2,6,2,8,6,1,4,1,3,9,5,2,4,4,2
Cell0323,10,0,3,2,4,1,15,4,3,24,8,6,2,12,5,11,2,6,0,2,0,5,11,0,2,3,10,3,4,2,3,4,5,1,7,4,3,1,2,4,1,3,2,8,16,6,7,6,2,9,4,10,1,2,0,2,3,8,16,12,2,4,3,6,2,10,2,1,6,3,4,6,2,1,5,2,0,3,3,0,3,3,12,5,4,2,4,9,2,4,1,1,5,0,2,4,6,7,1,1,6,4,5,4,0,1,2,9,8,6,3,9,4,10,1,2,3,3,3,1,10,11,2,3,8,4,2,4,8,7,7,1
Cell0324,2,6,3,4,1,6,6,6,7,3,1,5,7,4,0,3,0,6,3,2,4,3,4,2,2,5,11,2,6,4,0,3,3,4,4,2,2,5,1,4,3,11,6,10,4,6,14,8,3,7,6,7,4,12,1,9,4,1,5,5,5,12,5,5,3,7,1,4,6,13,2,5,3,3,5,4,7,8,3,1,10,7,7,3,5,1,5,5,3,9,1,8,5,3,4,9,7,1,0,1,9,12,11,12,2,6,8,3,5,4,5,23,2,10,4,2,5,4,2,3,12,6,4,3,10,4,5,6,9,5,3,3
Cell0325,7,11,5,1,3,9,14,1,6,9,4,4,2,2,4,7,2,5,6,2,2,3,2,2,2,2,7,1,3,4,1,2,2,1,8,7,2,4,2,6,2,5,3,15,13,7,6,1,4,5,6,10,2,4,1,20,1,1,6,5,6,10,3,6,3,10,3,2,3,6,6,3,8,6,6,2,2,4,1,4,7,3,9,5,4,5,6,11,4,4,4,4,1,3,3,3,7,2,0,3,1,6,5,6,1,2,5,4,5,3,5,10,2,8,5,3,3,3,3,14,5,4,7,1,8,14,2,6,4,6,4,5
Cell0326,0,3,15,1,2,2,5,4,2,4,4,1,4,3,3,6,2,3,8,8,6,8,6,6,2,8,15,2,3,2,2,3,3,0,7,2,1,1,3,11,4,11,3,6,7,9,6,2,6,1,4,10,3,7,0,6,3,7,8,6,5,9,3,18,1,2,4,3,5,13,3,12,5,9,3,3,3,12,1,2,11,6,17,3,1,5,6,6,0,3,3,2,4,2,0,2,8,1,2,4,9,5,2,6,1,2,4,12,2,4,3,12,6,20,4,0,1,1,4,2,8,11,2,3,3,8,4,3,4,5,2,1
Cell0327,2,4,11,4,6,3,4,3,4,11,2,7,3,0,6,6,1,4,2,0,2,4,5,6,4,3,4,3,4,0,1,3,2,1,10,4,5,3,4,7,2,10,3,4,10,3,3,2,2,11,3,5,4,7,4,7,4,2,11,5,7,4,0,12,8,2,8,0,2,9,2,19,4,3,6,1,3,4,4,2,5,5,27,3,4,3,4,11,4,3,5,5,2,4,5,10,9,3,3,3,2,5,7,6,1,7,6,5,8,2,7,13,2,16,0,1,0,2,4,2,5,17,3,8,4,4,3,3,3,6,4,2
Cell0328,8,9,7,3,1,14,13,7,6,7,7,4,4,5,3,6,0,4,2,7,8,6,4,3,8,4,14,5,7,3,4,3,0,1,7,5,6,2,2,10,3,7,7,6,11,15,3,5,7,11,1,1,1,3,0,8,1,2,8,8,5,0,0,9,4,11,7,6,9,7,5,15,2,0,31,3,1,4,6,2,6,1,6,12,2,4,3,4,1,12,1,0,2,2,3,2,9,1,3,5,6,9,11,4,0,4,8,6,16,4,2,13,3,10,7,3,4,3,7,1,4,8,6,4,5,4,4,1,11,4,2,8
Cell0329,8,6,2,6,1,13,11,10,3,8,1,7,7,1,4,3,3,8,1,3,1,5,5,4,0,2,16,0,7,4,3,2,6,0,6,2,5,2,4,6,4,9,7,7,4,18,3,6,8,10,4,3,5,5,2,15,4,1,6,10,12,13,3,8,6,7,10,2,6,6,5,14,4,1,6,0,1,1,4,1,3,5,8,6,2,4,1,8,2,14,1,2,3,1,2,4,4,3,1,2,5,4,3,7,0,5,10,4,3,3,2,0,4,5,4,4,9,8,3,2,1,16,1,0,3,6,6,3,3,6,3,3
Cell0330,6,5,6,3,2,12,12,7,3,14,8,6,5,6,8,9,3,14,1,1,1,5,5,7,3,1,4,4,3,3,2,4,4,1,2,5,1,3,4,0,2,3,2,16,17,10,8,3,3,4,4,5,2,6,3,8,2,1,7,9,4,6,8,4,2,9,2,2,5,6,3,8,6,1,8,2,0,2,2,4,8,3,4,4,0,4,2,7,3,13,1,5,3,2,0,2,9,8,0,0,6,2,4,5,1,2,1,4,7,6,0,8,3,4,1,1,1,5,10,1,1,3,3,2,2,8,3,0,4,4,2,2
Cell0331,3,3,2,0,3,5,5,3,6,25,13,9,6,11,6,11,2,12,4,1,4,9,7,1,2,0,9,5,6,2,4,7,8,1,8,4,0,2,0,6,0,0,5,30,21,9,2,5,2,7,7,3,6,8,1,5,1,1,14,5,5,6,1,4,4,4,2,3,6,5,1,8,3,3,10,3,1,3,4,2,4,4,7,9,4,3,0,3,2,4,2,2,5,0,2,1,4,5,0,0,6,2,5,2,0,2,5,7,2,3,3,4,5,17,2,1,3,4,1,2,9,6,0,2,0,4,10,3,5,2,7,1
Cell0332,4,3,9,4,3,4,15,9,3,18,5,1,5,4,3,4,4,3,4,4,2,3,13,3,7,1,10,4,3,2,0,3,2,4,8,9,4,3,4,8,2,7,3,9,4,11,3,6,4,9,2,4,2,12,11,36,12,1,1,1,14,16,10,21,6,2,12,4,10,20,5,31,0,2,12,2,1,5,5,3,2,2,5,6,2,0,4,4,2,6,1,4,9,0,2,2,3,8,0,3,8,6,10,3,2,2,4,3,6,2,0,5,1,21,1,3,3,1,6,2,8,7,1,5,8,11,9,1,8,1,1,4
Cell0333,4,2,9,2,2,0,5,1,1,6,1,0,9,2,4,6,1,4,7,4,5,12,6,6,5,5,10,0,5,1,3,4,2,1,9,6,3,6,5,7,1,8,4,14,8,14,7,2,5,2,2,5,4,6,1,6,2,2,5,4,7,10,5,11,9,1,3,3,4,10,5,20,1,4,7,3,5,5,2,1,13,10,19,2,6,0,6,9,9,9,3,7,1,5,5,4,8,2,1,1,4,7,7,6,1,3,3,3,5,2,0,9,3,13,1,4,3,2,7,6,3,6,2,0,5,6,4,0,5,3,2,2
Cell0334,8,9,3,8,3,7,14,8,4,6,2,4,5,4,0,5,1,4,2,4,2,3,8,2,1,1,2,9,20,5,8,22,13,7,14,2,29,21,25,18,10,49,12,2,2,5,8,2,3,1,5,12,1,12,3,8,2,4,11,11,6,8,1,8,6,4,1,2,4,7,4,18,16,7,1,3,5,13,1,8,19,1,7,8,4,8,2,3,3,7,1,6,2,1,4,2,7,2,1,6,2,9,13,19,0,4,8,1,7,3,2,2,3,1,6,5,3,1,3,4,10,10,9,4,3,5,2,4,7,7,4,4
Cell0335,3,3,7,2,2,5,11,8,2,16,3,7,2,5,2,5,3,8,3,4,3,6,1,6,3,2,7,2,1,3,3,1,2,1,3,5,2,7,8,7,2,6,5,8,8,6,12,6,2,3,3,13,2,5,11,29,9,2,0,3,16,23,11,12,3,0,7,5,15,11,4,20,0,3,4,4,3,4,4,5,4,2,7,6,2,8,3,3,3,4,2,3,5,1,1,2,4,8,2,2,6,6,4,3,1,2,6,4,6,7,8,11,0,2,6,6,8,3,12,1,6,5,1,2,3,2,5,2,3,2,5,9
Cell0336,10,10,0,5,0,9,19,19,7,2,3,2,4,1,1,5,2,5,3,5,1,7,10,1,2,0,4,11,10,7,3,13,7,7,17,1,23,10,14,13,6,36,13,1,2,4,4,0,4,3,4,6,2,9,4,6,1,3,7,8,1,13,2,9,5,5,5,2,9,7,2,15,13,8,5,3,1,14,1,3,14,2,3,10,2,8,2,0,3,8,4,4,2,2,7,4,9,3,4,6,2,8,11,8,7,4,7,0,7,1,4,2,0,16,2,1,6,1,2,2,9,12,2,2,7,17,1,7,5,2,5,2
Cell0337,5,5,8,5,4,3,4,9,4,4,3,2,2,2,4,7,4,4,1,5,3,4,6,3,2,1,11,3,5,4,1,1,2,0,3,8,1,4,3,10,5,5,7,14,6,5,5,2,1,4,6,8,1,7,4,10,7,1,5,8,9,11,7,6,4,5,2,2,6,5,3,3,4,4,4,4,2,3,1,5,11,0,13,2,3,7,4,9,3,10,5,6,5,4,2,7,14,1,4,6,0,15,9,7,2,7,9,1,9,6,4,8,7,7,2,5,6,0,3,0,2,5,2,4,3,5,3,2,9,5,4,1
Cell0338,0,2,6,0,2,3,6,2,3,13,0,2,4,2,1,8,2,5,2,4,7,6,5,5,9,3,9,2,2,2,4,0,2,0,7,6,5,6,5,9,3,11,8,9,9,3,13,3,1,0,4,7,2,8,5,5,2,3,5,9,5,9,1,26,10,0,10,5,12,12,2,20,12,0,8,1,1,6,2,4,6,5,19,1,5,5,5,4,7,0,3,7,2,1,2,1,11,5,1,3,1,6,5,3,1,2,4,6,31,3,6,8,0,3,2,2,3,2,8,3,1,8,8,2,5,8,13,3,6,5,2,5
Cell0339,4,1,20,1,6,0,5,6,1,7,2,1,6,2,1,6,2,10,6,6,3,9,4,7,3,4,9,1,5,5,0,3,2,0,5,3,2,5,2,8,0,7,2,10,5,3,7,2,2,2,2,9,1,8,1,11,3,2,6,8,10,10,6,11,1,5,6,4,5,9,5,10,9,2,2,3,2,12,1,6,9,5,10,1,7,1,4,9,7,10,4,6,0,1,5,5,7,1,2,3,6,4,2,6,0,2,3,3,7,3,5,6,7,12,8,1,1,7,4,0,9,25,4,2,2,6,6,1,7,5,2,6
Cell0340,3,4,6,2,1,10,6,6,4,2,2,6,9,2,6,5,1,4,4,3,7,5,14,13,2,4,3,0,3,2,2,2,2,1,4,5,2,2,1,4,1,5,5,18,10,8,4,0,5,7,4,10,1,6,3,11,3,2,6,10,7,10,3,4,4,3,3,1,2,5,3,4,5,5,5,3,2,8,6,1,8,7,21,1,4,6,7,8,3,4,2,8,6,6,5,6,6,1,2,4,7,2,8,6,5,3,7,7,6,1,6,5,5,17,2,2,12,6,3,0,6,13,10,0,4,8,5,1,5,4,1,7
Cell0341,6,3,6,4,4,1,13,6,2,20,11,8,2,5,5,15,5,8,2,0,4,3,6,1,3,0,3,2,8,4,4,9,1,3,4,3,0,0,2,3,1,4,5,20,12,5,5,3,5,7,5,2,1,9,0,3,1,8,14,13,3,11,0,2,7,8,4,2,3,2,1,6,1,4,9,2,0,5,7,2,5,3,4,6,0,3,9,7,3,8,0,2,10,1,1,0,7,5,1,3,6,7,5,1,5,3,7,6,4,1,6,4,3,6,7,1,4,2,6,0,6,7,2,0,5,7,2,4,10,4,14,0
Cell0342,2,1,12,4,3,0,1,5,3,7,3,4,2,3,6,1,2,5,6,4,4,5,3,7,5,4,8,2,5,3,1,9,1,2,2,5,0,3,5,6,0,11,10,15,12,7,5,3,3,4,3,4,1,11,1,5,2,1,7,9,6,4,2,6,2,2,7,3,4,13,7,13,5,2,4,6,4,5,2,5,9,9,11,1,9,1,8,5,3,4,2,2,1,1,1,1,10,7,2,4,7,5,9,6,4,4,2,9,3,4,2,7,3,16,5,8,1,2,7,4,5,8,2,2,2,10,3,2,3,4,5,0
Cell0343,4,2,6,3,4,3,5,5,3,22,20,10,1,11,10,7,4,13,3,3,1,8,7,3,0,5,4,0,2,3,4,3,1,3,2,8,0,0,0,2,1,4,3,26,16,7,8,4,3,5,2,7,3,7,0,5,0,10,12,10,3,5,1,5,4,5,1,2,3,5,0,3,8,4,8,2,2,4,2,2,6,2,9,4,2,5,4,7,4,9,1,2,4,2,2,1,3,8,1,0,8,7,5,5,1,2,0,9,10,4,2,6,4,17,3,2,5,0,4,5,9,14,4,0,5,12,8,2,3,9,3,4
Cell0344,5,7,3,1,3,6,4,4,3,12,11,3,2,6,7,9,4,9,2,2,1,3,10,1,2,0,10,2,10,2,0,10,3,3,11,3,1,2,0,1,0,1,3,37,18,3,6,4,5,8,0,4,4,5,2,7,1,6,14,13,8,6,2,4,2,2,3,2,5,3,6,5,2,1,10,2,3,2,2,1,3,1,6,14,1,1,2,6,2,6,0,1,4,0,0,1,4,10,0,3,9,4,6,7,2,2,3,12,1,5,0,7,6,5,1,4,4,1,9,4,6,12,1,3,4,11,8,3,7,4,2,4
Cell0345,3,9,4,4,0,10,7,4,8,9,3,1,2,2,2,8,0,3,0,2,1,4,4,3,2,4,3,1,1,3,0,3,1,0,9,4,2,5,1,4,4,9,3,8,6,6,4,5,7,6,6,5,0,7,2,5,2,1,8,12,4,8,1,5,6,5,5,1,7,7,3,11,11,6,4,6,6,6,0,2,5,4,22,2,5,4,10,2,1,9,1,3,2,5,1,3,15,3,0,7,4,9,11,11,2,4,11,3,2,2,6,10,6,8,3,2,7,4,3,1,8,11,5,2,4,11,2,2,3,7,4,11
Cell0346,1,1,9,0,3,3,6,4,1,6,0,4,11,0,2,3,2,5,3,8,7,9,2,11,2,7,11,2,5,2,2,2,5,0,7,3,6,3,7,8,3,15,8,10,7,6,6,4,3,2,5,3,2,9,2,9,0,3,5,5,6,10,3,8,5,2,8,2,7,7,3,10,8,4,3,2,3,6,3,7,10,4,18,3,3,4,4,16,6,4,2,8,4,3,4,5,8,0,3,4,3,8,9,8,3,5,6,4,5,5,5,12,6,11,2,3,4,0,6,3,2,7,1,2,2,13,3,5,1,6,11,3
Cell0347,7,3,5,1,1,4,10,5,8,9,3,4,10,5,5,4,2,6,2,2,1,4,5,4,0,5,4,0,4,1,2,4,4,2,9,4,3,2,6,5,2,8,6,10,3,10,0,3,2,13,6,5,3,11,2,9,4,1,2,8,6,8,2,2,1,5,1,1,2,2,1,2,6,3,6,2,6,7,1,3,3,2,12,4,5,3,4,3,3,6,3,6,1,2,1,5,13,0,3,3,5,10,6,3,1,3,5,5,11,4,5,4,3,5,2,2,5,3,2,4,12,7,6,4,5,14,5,4,2,2,6,0
Cell0348,1,2,1,3,2,4,10,2,4,11,2,3,1,1,2,3,2,5,4,3,1,3,4,4,5,0,7,3,5,4,3,2,4,2,8,7,3,4,3,1,2,6,4,7,11,6,5,1,5,4,6,7,1,7,5,6,1,2,6,9,8,2,1,8,2,7,5,4,5,3,2,4,4,0,4,4,2,11,2,2,7,2,4,3,2,3,3,3,1,9,2,8,5,4,6,7,9,1,6,5,5,8,7,9,4,3,7,2,7,2,8,12,8,9,3,3,3,4,0,0,0,2,5,7,6,11,2,7,11,4,10,1
