"","G001","G002","G003","G004","G005","G006","G007","G008","G009","G010","G011","G012","G013","G014","G015","G016","G017","G018","G019","G020","G021","G022","G023","G024","G025","G026","G027","G028","G029","G030","G031","G032","G033","G034","G035","G036","G037","G038","G039","G040","G041","G042","G043","G044","G045","G046","G047","G048","G049","G050","G051","G052","G053","G054","G055","G056","G057","G058","G059","G060","G061","G062","G063","G064","G065","G066","G067","G068","G069","G070","G071","G072","G073","G074","G075","G076","G077","G078","G079","G080","G081","G082","G083","G084","G085","G086","G087","G088","G089","G090","G091","G092","G093","G094","G095","G096","G097","G098","G099","G100","G101","G102","G103","G104","G105","G106","G107","G108","G109","G110","G111","G112","G113","G114","G115","G116","G117","G118","G119","G120","G121","G122","G123","G124","G125","G126","G127","G128","G129","G130","G131","G132","G133","G134","G135","G136","G137","G138","G139","G140","G141","G142","G143","G144","G145","G146","G147","G148","G149","G150","G151","G152","G153","G154","G155","G156","G157","G158","G159","G160","G161","G162","G163","G164","G165","G166","G167","G168","G169","G170","G171","G172","G173","G174","G175","G176","G177","G178","G179","G180","G181","G182","G183","G184","G185","G186","G187","G188","G189","G190","G191","G192","G193","G194","G195","G196","G197","G198","G199","G200"
"cell0235",0,23,6,8,1,0,2,0,2,1,1,12,2,5,7,6,5,6,7,4,6,1,2,0,2,5,9,3,13,0,7,9,0,1,2,8,0,0,3,0,5,7,0,5,2,0,2,3,11,6,4,2,7,10,1,12,14,0,0,10,3,1,8,2,2,7,7,12,24,4,3,6,0,6,1,2,1,3,27,6,37,37,32,51,42,13,24,46,37,27,29,41,33,42,23,54,33,38,21,56,51,16,23,25,26,23,48,21,22,35,32,57,42,14,18,38,19,35,31,36,2,0,1,11,0,0,1,3,2,1,0,3,4,1,1,1,3,12,2,3,3,5,2,4,2,2,8,12,3,8,5,8,1,4,2,2,0,0,9,15,4,4,2,5,4,5,1,3,11,2,16,2,1,11,1,0,3,10,1,2,7,1,6,6,6,6,1,1,4,12,6,4,10,6,3,9,5,4,7,7
"cell0236",3,13,7,12,1,0,4,2,5,1,0,9,0,6,6,3,8,8,5,3,9,1,1,0,3,7,8,2,7,1,6,10,1,1,5,9,0,0,1,0,2,5,1,14,4,1,2,8,10,4,4,0,0,5,0,14,9,3,0,9,2,1,3,0,2,6,2,12,21,3,0,1,2,6,0,4,1,2,17,8,35,42,31,68,47,20,22,41,23,32,25,50,30,28,29,51,31,25,20,50,56,15,15,30,31,35,53,18,29,46,29,50,28,25,21,39,24,39,30,26,1,1,2,4,1,0,1,4,2,3,0,4,3,1,0,0,3,6,4,3,1,0,0,5,6,5,7,14,5,8,0,12,1,3,1,3,2,0,5,9,15,7,1,4,1,4,1,3,7,3,11,2,1,12,7,4,1,17,0,1,8,2,7,5,9,5,0,3,4,8,2,4,10,4,4,7,13,3,6,3
"cell0237",5,19,4,5,1,1,2,3,5,0,1,10,0,2,7,9,11,4,5,7,10,1,5,3,2,4,3,1,11,0,10,8,3,8,2,14,0,0,7,2,0,5,1,7,1,0,5,3,12,2,3,3,5,10,1,10,13,4,0,6,3,0,3,4,2,11,6,11,25,1,4,3,1,6,1,3,1,2,17,4,39,38,28,50,38,24,20,46,34,32,27,38,35,41,31,53,30,26,12,38,59,22,14,24,28,27,50,29,32,37,23,45,16,20,7,44,17,49,38,24,3,2,6,6,1,1,4,7,2,2,0,7,4,1,1,1,9,12,3,7,4,7,5,2,2,2,9,19,11,7,0,1,0,6,4,0,0,1,9,11,9,7,0,3,2,6,1,0,2,0,11,3,6,16,7,3,2,8,3,1,9,5,12,7,6,6,2,1,5,14,2,1,14,7,5,7,6,1,3,4
"cell0238",1,9,8,15,0,0,4,1,6,0,0,11,0,4,4,4,10,9,9,3,8,1,4,1,2,7,2,3,9,0,13,2,2,6,10,6,2,0,0,1,2,3,1,10,4,0,1,5,8,3,1,3,3,10,0,12,12,2,1,12,0,0,3,0,0,5,4,14,18,2,1,2,0,0,1,4,0,0,23,7,40,28,25,52,49,24,33,41,24,28,32,30,38,41,18,47,44,36,13,62,53,30,21,23,26,34,50,16,21,38,32,52,27,20,21,27,13,36,38,27,6,4,1,3,0,1,3,4,1,3,0,5,6,1,0,0,3,11,3,5,5,6,4,6,1,8,7,7,4,5,1,2,1,2,5,1,3,0,4,7,6,10,2,5,5,7,1,2,8,0,20,0,4,10,2,4,3,17,4,0,3,3,3,4,4,9,1,2,5,12,2,3,7,9,3,13,8,0,8,3
"cell0239",4,14,0,17,3,3,3,2,2,0,0,10,0,4,6,3,9,5,2,5,10,2,6,1,1,4,6,3,15,0,10,5,3,2,5,9,0,1,3,0,1,6,2,5,2,2,5,5,8,3,1,4,6,6,1,11,11,4,0,6,1,0,6,1,0,9,6,11,24,6,3,7,0,6,1,3,2,1,21,9,27,45,32,50,53,21,28,44,36,32,31,35,38,29,23,46,30,28,23,52,57,28,19,27,35,45,40,21,21,32,30,59,26,15,12,28,22,32,30,35,2,3,2,4,2,1,3,0,1,1,0,3,4,0,1,1,2,10,6,7,8,4,4,0,2,6,8,13,4,8,5,3,0,4,1,1,1,0,5,12,14,4,0,3,2,7,0,3,7,1,17,1,5,13,4,2,3,11,1,1,4,3,2,5,8,5,0,2,3,9,1,4,9,8,8,11,3,1,5,4
"cell0240",7,14,5,10,0,0,3,4,6,1,0,6,0,1,8,1,9,5,5,8,8,5,2,1,0,10,11,1,9,1,14,8,2,5,3,6,2,1,6,0,1,9,0,7,3,0,2,6,5,0,1,0,8,7,2,10,11,0,1,5,1,1,3,0,1,12,7,19,16,3,3,2,1,6,2,1,0,1,14,7,28,36,28,82,49,20,27,36,24,18,31,42,32,29,24,45,38,29,22,37,59,35,25,24,31,38,38,16,19,49,34,59,18,26,16,36,19,45,33,32,0,5,5,3,0,0,3,4,2,1,0,4,3,1,0,0,3,9,0,4,4,2,1,2,3,9,6,10,7,6,1,5,0,3,6,2,0,0,4,10,8,3,1,4,4,4,0,4,4,0,13,1,5,9,10,2,6,15,0,0,5,9,10,4,7,6,5,1,2,11,1,1,9,5,5,13,4,1,7,6
"cell0241",3,18,6,9,1,4,6,2,6,1,0,11,1,2,7,6,6,6,2,2,13,2,7,1,3,4,8,3,6,2,14,6,2,1,3,10,2,3,2,0,2,7,2,9,2,0,0,3,11,2,2,0,4,12,0,9,7,2,3,14,2,1,6,2,2,11,10,9,23,1,1,5,1,4,1,1,1,3,17,7,18,29,29,56,41,22,31,41,14,33,38,47,33,39,28,51,35,31,24,37,52,23,24,24,16,28,54,16,29,35,21,50,27,23,21,28,19,30,27,25,2,2,7,4,1,0,3,2,0,1,0,6,3,2,1,0,4,7,2,8,2,6,1,3,2,8,6,10,6,10,2,8,0,3,2,2,0,0,6,13,9,7,0,3,2,4,2,4,11,2,12,1,4,8,4,5,4,13,1,4,7,7,9,7,8,11,1,1,6,8,1,4,9,7,5,12,5,1,3,3
"cell0242",4,12,8,12,1,1,4,5,5,0,0,13,0,3,4,4,5,10,4,1,11,2,4,0,3,7,10,2,11,0,3,7,1,2,2,9,1,1,0,0,0,8,0,5,4,0,4,6,7,4,4,1,3,3,0,4,13,0,0,10,4,0,2,1,1,12,9,11,22,3,1,6,1,4,0,6,0,2,30,4,26,38,28,45,42,16,26,46,14,30,32,34,26,44,25,65,27,29,16,59,47,25,22,25,29,42,53,28,25,35,25,60,29,20,15,35,20,36,41,35,7,2,1,4,0,0,2,4,3,2,0,2,5,2,2,0,3,9,2,4,6,4,4,4,2,5,5,12,4,7,1,6,0,1,3,2,0,1,7,16,10,5,0,8,3,4,1,6,6,1,12,0,1,18,5,5,0,11,0,1,8,3,10,2,7,6,3,3,10,15,3,1,17,7,6,8,5,0,8,6
"cell0243",3,16,5,11,2,1,4,4,8,1,0,11,0,3,5,9,2,8,4,6,11,3,4,2,1,7,6,2,8,1,13,7,2,4,3,5,1,0,2,0,0,6,3,5,2,0,4,2,10,2,1,2,3,12,0,11,11,0,0,11,0,3,2,1,1,7,5,16,18,3,3,1,0,9,0,1,1,0,26,4,40,50,30,57,36,20,25,51,24,31,30,38,32,48,24,47,34,36,21,36,37,23,14,35,22,38,36,19,25,27,33,53,24,23,19,31,27,48,31,29,6,3,3,5,1,1,6,3,0,3,0,7,6,0,2,1,3,7,3,3,5,5,2,5,1,3,4,6,0,10,0,3,2,2,8,1,0,0,3,13,8,5,1,1,2,7,3,0,6,2,14,0,2,16,8,3,2,8,1,2,8,4,9,5,7,7,1,1,2,19,1,2,6,5,2,9,8,4,10,6
"cell0244",3,10,3,12,2,2,4,8,5,1,0,10,0,2,4,8,13,4,6,2,12,3,1,1,2,7,7,3,11,0,11,7,4,0,3,5,2,1,5,0,2,5,0,7,2,0,3,4,12,3,1,1,1,11,1,15,8,2,1,13,3,2,3,0,0,6,5,12,33,3,3,6,0,6,2,2,0,0,14,6,27,31,35,64,44,20,26,43,27,38,26,32,39,36,20,49,34,31,25,52,54,17,24,31,28,35,48,19,26,27,26,56,31,17,16,35,15,29,27,30,4,3,3,8,3,0,3,3,1,4,0,2,2,0,1,2,3,13,2,9,5,6,3,5,6,5,9,13,5,8,1,4,0,7,4,3,0,2,3,6,6,3,1,1,0,3,1,2,6,1,8,0,3,11,8,5,1,12,0,4,5,4,13,3,5,5,0,1,4,16,3,1,6,9,4,16,10,3,8,6
"cell0245",2,13,3,10,2,1,6,3,4,0,0,12,1,2,7,4,8,5,4,7,13,1,4,1,0,10,2,4,3,1,10,3,2,1,5,7,2,1,4,1,0,8,0,12,4,2,1,4,8,5,1,1,1,8,1,16,8,2,1,13,3,0,2,0,4,7,5,5,19,2,2,5,0,10,0,3,1,1,17,7,35,46,26,66,65,14,35,45,28,27,32,53,36,38,29,53,41,25,27,52,59,24,40,23,18,24,48,24,28,37,26,54,29,16,15,34,23,37,29,21,2,2,5,7,3,0,1,0,0,0,0,4,1,1,2,1,6,9,1,3,3,4,2,3,6,6,8,10,3,9,0,6,0,1,3,1,0,1,7,8,7,8,1,4,1,5,0,1,7,0,14,2,5,13,3,5,1,14,2,4,5,1,8,5,5,8,3,4,6,11,3,1,11,10,5,13,7,3,8,4
"cell0246",1,14,4,12,1,1,4,1,7,1,1,11,2,3,7,3,10,4,4,0,13,4,3,2,0,4,3,3,7,2,10,4,3,2,3,4,1,0,2,0,0,2,3,4,6,1,0,3,8,2,1,4,4,7,2,13,8,1,2,15,1,1,6,1,4,6,7,8,25,2,2,5,1,8,1,3,0,4,21,13,34,44,44,63,45,20,30,36,19,33,44,41,35,43,26,47,34,42,17,51,54,29,24,29,19,35,53,22,21,39,24,45,30,25,23,37,19,45,35,30,5,4,4,5,2,0,2,3,1,1,0,4,2,1,0,1,2,6,2,6,5,3,3,1,3,5,9,14,1,4,4,5,1,1,2,2,0,3,5,8,9,3,1,7,2,1,0,4,3,2,13,1,1,13,7,5,4,12,2,0,4,4,7,3,11,10,0,1,3,8,0,1,14,11,7,10,1,3,7,10
"cell0247",4,12,6,13,2,3,3,4,2,0,0,6,0,0,7,11,4,7,3,3,8,2,0,1,2,10,14,2,6,0,13,6,1,1,5,8,1,1,3,1,1,5,2,7,0,0,1,4,9,4,3,1,3,9,0,17,7,3,0,15,3,2,4,1,2,9,7,11,20,4,0,6,0,4,0,1,0,4,14,13,31,34,29,52,39,14,30,43,20,39,31,38,43,34,37,48,39,37,25,68,68,18,22,36,31,39,60,18,19,43,37,39,29,13,13,33,24,41,30,26,1,2,5,6,2,0,2,0,2,3,0,1,3,0,0,2,3,16,3,4,2,6,3,4,4,4,5,10,5,5,0,3,0,2,4,1,1,1,9,10,10,3,0,4,5,7,1,2,7,1,12,2,7,13,3,3,1,10,3,3,4,6,1,8,9,12,2,3,4,10,3,3,9,7,5,10,7,1,6,8
"cell0248",1,12,3,15,1,1,3,2,8,0,1,7,0,1,4,4,3,2,3,2,10,1,2,2,1,2,10,1,11,1,13,5,2,1,7,7,2,0,7,0,3,5,3,6,3,1,2,7,8,3,3,2,4,8,0,8,15,1,1,11,0,1,1,1,1,8,8,7,18,4,0,5,0,6,1,2,1,1,32,5,23,42,32,50,46,15,31,37,29,33,32,49,32,39,22,44,33,35,18,61,59,29,24,15,19,33,42,15,37,37,33,62,47,15,19,32,28,30,28,18,4,4,3,6,3,0,1,3,1,1,1,5,3,1,0,1,4,8,0,8,3,2,2,2,6,3,8,7,4,7,1,7,0,2,6,1,1,1,7,12,10,4,0,7,0,7,0,2,6,0,11,0,3,19,2,2,0,10,2,3,5,0,5,4,10,9,0,3,5,6,0,5,11,7,2,8,8,3,10,3
"cell0249",1,18,7,12,4,1,6,3,5,0,0,12,2,1,1,7,5,4,4,2,4,2,6,1,0,6,9,4,10,2,8,2,4,2,3,10,0,1,9,1,2,3,2,7,6,0,1,4,7,2,4,5,7,7,1,13,14,1,0,12,2,1,0,3,0,10,7,12,18,2,3,1,3,4,0,3,1,4,22,6,30,41,34,56,31,22,29,43,31,34,37,32,31,38,28,56,39,37,35,40,46,25,19,28,31,39,53,20,19,25,21,56,34,13,8,42,15,43,31,31,1,2,2,3,1,0,2,0,2,1,0,2,8,1,2,0,4,9,4,7,4,3,3,2,3,4,5,7,3,3,0,7,0,4,3,2,1,0,3,15,10,4,0,6,0,8,0,3,10,0,8,2,6,10,4,2,4,7,0,3,7,4,9,2,6,7,0,2,3,11,2,2,8,8,5,12,6,1,6,4
"cell0250",4,13,2,15,2,1,7,1,3,2,0,9,0,2,6,7,5,9,1,7,11,1,3,1,0,8,6,1,9,1,13,3,3,4,4,12,1,0,3,0,2,5,3,8,1,0,1,7,9,3,3,3,7,5,1,9,8,1,1,9,1,2,9,1,4,8,6,8,19,1,1,4,0,5,0,2,1,0,17,9,31,50,30,57,42,18,24,35,33,19,34,32,42,29,26,50,25,28,13,61,56,29,21,21,24,40,48,20,23,30,30,65,23,13,14,37,28,45,31,24,2,0,1,4,2,1,1,2,3,0,0,5,0,2,2,0,4,8,2,2,4,4,5,4,3,3,3,9,3,6,0,6,0,1,3,0,0,1,7,11,11,12,1,4,2,4,1,4,5,0,12,0,4,7,5,2,4,17,1,2,3,1,7,3,2,8,2,0,3,15,1,4,14,7,3,14,6,1,11,7
"cell0251",4,15,3,12,0,1,6,3,11,2,0,18,1,1,7,8,9,15,4,7,14,1,4,1,4,10,7,2,11,3,7,6,2,2,1,8,1,1,1,2,2,7,1,5,2,1,0,3,12,2,3,2,4,7,2,10,10,2,0,11,1,1,1,2,2,12,7,11,25,2,0,7,0,6,1,2,2,4,15,8,26,31,34,59,45,12,29,38,35,26,28,37,40,43,23,60,38,40,22,58,50,31,29,32,25,29,47,25,24,40,28,60,25,22,13,30,22,38,28,31,3,2,4,8,3,0,4,2,2,2,0,2,3,2,0,0,3,8,0,4,2,2,1,1,3,5,4,12,3,4,1,6,0,0,3,0,0,1,3,16,7,4,2,5,2,3,0,5,6,0,7,2,3,9,9,6,2,14,1,2,5,3,10,3,9,6,1,3,3,10,3,1,11,7,6,15,5,6,2,9
"cell0252",1,8,5,4,1,1,2,3,4,0,0,10,2,3,14,4,11,8,4,3,9,0,1,0,0,11,6,2,18,0,6,4,0,3,3,13,2,0,7,0,3,3,0,8,4,0,3,7,5,3,2,1,1,10,0,6,16,1,0,9,1,1,2,0,1,11,8,11,26,1,1,3,2,6,1,4,2,3,20,4,32,31,30,53,50,17,26,37,27,21,29,47,40,37,20,51,33,32,26,58,48,28,26,29,25,35,52,20,32,40,20,61,27,18,19,41,13,39,23,25,3,2,0,1,1,0,2,2,1,1,0,5,2,1,0,0,8,8,5,7,4,4,1,7,5,3,8,14,10,4,2,8,0,4,2,2,2,0,4,10,5,6,1,7,1,5,1,3,6,2,8,1,3,15,3,1,3,8,1,0,4,3,10,4,8,6,0,0,3,13,1,3,13,6,6,7,3,2,4,3
"cell0253",5,15,2,15,2,1,4,8,5,1,0,17,0,3,5,7,9,1,5,3,10,4,3,3,3,10,5,1,6,0,12,6,2,2,3,5,3,0,3,0,1,4,2,5,5,0,4,7,10,1,2,0,1,9,1,12,12,1,0,14,3,1,4,1,0,9,5,19,15,2,1,6,0,3,4,3,1,1,24,10,28,48,33,54,42,16,24,38,31,33,33,48,32,41,18,43,36,23,18,53,49,20,29,39,33,38,48,24,21,33,34,61,34,24,12,34,20,41,32,31,2,0,0,8,0,0,3,2,2,4,0,4,3,1,0,1,5,14,0,6,1,2,0,7,3,5,8,17,3,10,3,5,0,4,8,1,1,0,3,14,15,4,1,7,2,4,3,2,6,1,15,0,5,16,4,2,4,12,2,1,8,4,9,5,5,7,1,1,4,9,2,2,15,5,4,18,9,5,11,5
"cell0254",3,13,5,9,2,0,4,1,10,0,0,12,1,2,7,6,4,4,3,3,14,2,4,2,1,11,3,3,12,0,5,6,6,3,5,8,1,1,5,1,1,4,0,7,3,0,3,2,11,6,0,3,3,2,0,12,15,3,0,11,1,1,4,0,1,13,4,8,19,0,2,3,1,9,0,4,0,2,24,3,37,38,27,49,41,11,33,40,27,25,39,30,29,44,33,53,32,29,25,52,48,35,22,18,35,43,49,16,19,36,22,52,25,25,13,44,15,36,33,25,4,2,3,9,1,2,1,3,0,0,0,6,3,1,0,0,4,6,3,4,3,6,1,2,1,3,11,10,4,7,3,5,0,2,6,2,0,0,6,10,6,8,1,7,4,6,0,0,6,0,9,4,5,7,6,1,1,11,1,2,3,1,9,5,13,8,1,0,9,8,4,3,10,6,10,8,6,3,6,2
"cell0255",1,18,5,11,2,2,4,4,2,1,0,7,1,2,5,5,8,6,3,2,10,1,5,1,1,10,7,4,12,3,6,13,0,2,1,6,2,0,3,0,1,6,0,4,0,0,1,8,14,2,0,5,2,4,0,17,10,3,0,11,1,1,3,1,1,10,13,6,19,3,5,5,1,2,1,2,0,2,23,8,27,39,28,54,46,13,26,51,29,23,32,25,26,32,22,44,33,23,29,62,61,25,22,24,31,35,49,25,22,27,40,62,35,25,18,45,27,43,24,22,0,3,2,8,1,0,1,3,1,0,0,7,3,1,1,0,4,13,4,8,3,1,3,2,2,6,7,6,2,8,0,6,1,1,6,0,0,2,6,17,9,12,0,3,2,6,0,1,9,0,12,2,4,13,5,3,2,9,1,2,5,2,8,5,4,6,0,2,7,6,1,1,8,7,5,15,6,0,5,7
"cell0256",2,10,1,14,0,2,3,3,6,0,0,14,3,2,1,5,9,6,2,2,8,1,7,1,1,7,5,6,6,1,12,5,1,5,5,13,3,0,3,0,0,6,0,6,1,0,1,2,5,2,3,1,3,12,1,8,9,2,1,13,2,0,4,0,0,10,8,17,19,3,1,7,1,2,1,2,0,5,25,10,25,51,25,75,44,15,23,34,25,25,37,39,34,30,23,54,32,38,23,65,36,24,22,27,25,32,47,26,20,39,26,68,31,21,15,36,28,56,41,30,5,3,1,8,3,0,4,1,0,2,0,6,5,0,2,0,5,9,1,5,2,6,4,1,7,1,6,12,6,9,0,3,2,1,6,1,2,1,3,15,8,5,1,5,4,2,0,2,8,0,9,2,0,8,5,1,3,12,3,2,2,5,5,7,7,8,1,0,5,11,1,5,6,7,4,18,3,3,7,6
"cell0257",1,17,3,19,1,1,6,0,8,0,0,15,0,3,6,4,11,6,6,1,13,2,6,0,4,6,12,2,11,0,7,1,5,6,5,7,0,0,4,1,2,8,0,6,2,1,1,5,5,2,0,0,2,8,0,8,9,0,0,3,3,0,6,0,1,8,2,19,12,6,4,4,1,6,0,6,0,2,33,7,34,28,32,41,60,15,39,54,40,23,41,21,28,29,23,54,25,42,20,44,42,25,17,17,25,41,48,22,22,59,31,64,30,9,16,42,33,40,20,25,1,4,2,4,2,1,2,3,2,0,0,6,5,0,1,3,6,8,2,6,3,4,2,3,1,3,11,8,4,8,1,5,0,1,4,2,1,0,4,11,9,2,2,6,2,6,2,2,9,3,11,0,6,19,2,3,1,12,0,1,5,3,8,8,14,12,2,2,4,14,2,4,11,4,0,11,5,2,8,5
"cell0258",6,11,3,23,1,0,4,3,4,1,1,12,1,2,3,4,2,1,5,8,12,3,2,1,2,3,8,0,4,1,12,5,3,3,1,11,1,0,4,0,3,8,3,7,2,0,2,5,12,2,3,0,5,12,0,12,11,6,0,13,1,1,4,1,3,9,5,10,20,5,3,5,2,3,0,2,0,1,21,6,32,41,35,54,49,8,27,41,20,28,37,43,35,45,17,49,28,31,14,47,40,19,19,28,19,43,35,36,29,29,28,54,25,21,12,38,24,26,28,31,5,1,3,5,3,0,2,3,2,0,0,2,3,0,1,0,5,12,5,4,3,2,2,2,2,6,6,7,11,11,0,7,1,5,5,3,2,0,8,9,7,5,3,5,1,5,1,3,6,0,15,0,3,9,4,1,2,9,2,3,5,2,7,6,6,4,0,2,4,12,0,2,7,3,6,7,4,5,5,3
"cell0259",3,16,4,7,2,0,3,2,6,1,0,15,0,4,7,6,9,11,1,6,12,2,2,2,2,5,5,2,13,1,11,4,1,0,3,5,1,0,2,1,2,4,1,5,1,0,2,4,13,1,0,3,7,8,1,9,16,2,1,9,4,0,3,0,0,8,7,11,25,3,0,7,2,5,0,2,2,2,18,8,34,34,39,41,45,20,31,45,28,26,32,47,37,35,22,42,26,35,22,45,47,22,14,20,31,33,54,21,34,29,21,55,26,17,11,40,29,27,40,21,3,3,1,4,3,0,3,0,3,0,0,2,8,0,0,0,8,9,3,2,3,5,4,3,5,4,9,11,6,8,2,3,0,2,5,1,0,0,5,12,22,5,1,3,2,2,1,4,10,1,9,1,6,8,2,2,7,13,1,0,7,2,8,4,8,7,1,1,4,9,6,2,12,5,8,10,4,4,6,10
"cell0260",0,10,2,11,2,0,4,1,3,0,0,8,0,4,3,5,8,4,7,4,6,0,2,0,0,6,11,4,8,1,9,7,5,4,3,6,2,0,5,1,1,6,0,2,1,1,1,6,10,4,1,3,2,9,0,15,11,0,0,10,2,0,4,1,2,8,2,9,29,5,1,5,0,4,0,3,1,5,28,7,20,36,37,45,32,27,30,33,27,25,40,29,33,29,32,50,38,34,24,42,46,24,21,28,13,28,52,22,26,47,19,58,22,19,19,29,26,35,35,35,3,3,3,9,1,2,2,3,4,2,0,3,1,1,0,0,3,11,2,2,5,2,3,2,2,4,6,10,5,4,1,3,0,3,2,2,1,0,3,13,8,3,1,3,1,5,0,2,6,0,15,2,2,15,2,5,1,24,3,1,2,5,12,3,10,9,0,0,4,11,2,3,12,4,7,17,7,3,4,8
"cell0261",4,16,3,13,3,3,9,5,5,0,0,18,0,4,7,7,7,7,4,4,10,2,4,2,1,4,6,1,18,3,13,2,3,3,1,8,2,1,1,1,1,5,0,4,3,0,1,5,6,2,4,1,4,8,1,19,6,3,0,20,4,0,4,1,1,5,8,9,13,3,2,6,0,8,1,3,2,1,13,9,32,33,27,70,47,19,26,45,32,28,39,41,42,25,29,47,32,38,25,48,60,19,19,27,30,32,45,15,28,37,24,67,14,17,17,35,17,32,27,24,1,2,5,4,1,0,1,4,0,0,0,6,7,1,1,0,5,12,8,6,5,4,4,2,1,6,8,8,5,9,3,6,0,0,4,2,2,0,6,12,13,7,0,6,0,8,0,3,5,3,12,0,4,11,5,1,3,14,4,1,8,5,12,4,12,9,1,1,4,16,2,0,9,4,7,6,8,3,9,1
"cell0262",4,13,3,16,1,0,10,2,6,2,2,12,1,4,7,9,12,8,5,6,7,0,7,1,2,4,4,7,9,0,12,1,2,1,2,9,0,0,5,0,3,10,1,11,4,1,3,6,10,1,5,1,3,14,2,11,12,1,1,7,1,0,7,3,0,11,8,14,18,4,3,2,0,3,2,2,0,3,22,1,33,36,24,64,47,14,27,25,26,33,34,37,39,42,19,45,35,32,19,47,41,25,18,25,23,25,35,12,25,32,30,62,19,31,13,30,33,32,27,34,3,2,1,5,0,0,2,3,2,3,2,5,3,1,0,0,2,10,4,3,6,2,1,4,6,7,10,5,1,4,1,2,1,2,4,1,1,0,6,8,13,4,1,4,5,2,1,1,8,2,7,1,4,11,3,0,1,11,1,2,3,4,6,4,9,14,0,2,3,6,0,2,13,4,2,9,4,2,7,5
"cell0263",4,8,5,13,0,0,4,4,3,1,1,10,2,2,3,3,6,11,7,5,11,2,6,1,3,11,0,5,12,0,10,6,0,3,6,10,3,0,5,1,1,5,1,13,2,0,1,7,7,2,1,1,3,14,0,14,8,1,1,9,3,0,8,0,5,10,7,13,21,2,2,6,0,3,2,3,0,2,16,6,20,43,28,53,43,15,23,37,23,27,29,42,41,29,17,57,36,25,11,64,53,14,26,24,30,34,50,27,27,48,21,48,23,17,16,25,26,39,30,36,5,0,2,8,3,1,2,2,2,2,0,6,8,0,0,1,5,7,1,4,6,4,2,3,2,5,7,14,3,8,0,2,0,3,2,2,1,0,8,10,12,1,1,6,1,5,0,1,6,1,12,2,2,18,8,6,4,13,1,4,2,5,8,5,8,11,2,1,8,11,2,3,6,6,8,7,7,3,4,3
"cell0264",2,6,4,11,0,2,8,6,8,1,0,7,0,3,7,6,5,8,5,3,8,0,7,0,5,3,5,1,11,1,12,4,3,4,6,11,2,0,2,0,2,5,1,7,2,0,2,5,12,5,2,4,3,11,0,14,9,2,0,15,3,0,7,0,0,10,6,5,23,1,4,0,1,8,1,3,1,2,17,9,24,45,31,47,29,17,23,35,35,34,23,46,24,31,18,41,34,27,14,54,56,23,15,31,22,41,39,23,28,35,27,49,27,21,12,36,14,39,40,22,5,2,4,12,1,0,2,4,1,2,0,7,3,0,1,1,2,13,2,3,2,3,4,4,6,6,8,16,4,13,0,6,0,3,5,3,0,0,3,7,7,4,0,7,3,2,1,2,3,1,15,2,4,11,6,4,6,18,1,0,4,3,12,4,10,9,2,5,1,9,2,0,9,9,6,12,9,4,11,2
"cell0265",3,13,2,11,0,0,4,3,8,0,0,8,0,3,8,3,6,7,7,3,8,2,5,1,4,6,5,1,10,1,6,7,2,3,2,10,1,0,1,3,1,6,0,5,0,0,4,5,9,2,2,2,5,5,3,11,9,1,1,12,2,1,8,1,0,8,3,13,21,3,3,4,1,3,0,3,2,1,19,6,38,53,23,53,41,19,23,36,26,27,25,32,35,49,26,48,35,31,20,63,46,30,35,24,21,37,49,20,21,42,20,63,30,25,18,40,21,42,20,35,2,3,4,6,2,0,1,3,4,3,0,2,3,0,0,0,2,10,2,7,5,5,2,4,2,2,7,11,7,10,2,5,0,3,4,1,0,0,7,9,9,8,0,3,1,2,1,2,9,1,7,0,2,21,7,0,2,8,0,3,3,3,12,2,7,8,0,1,3,15,4,2,7,7,5,9,7,2,7,8
"cell0266",2,20,2,17,0,3,5,4,4,0,0,8,0,3,3,9,11,7,4,8,6,4,5,0,1,8,8,4,14,0,10,5,2,1,2,11,2,1,5,2,2,6,1,4,1,0,1,9,13,1,1,5,2,6,1,6,6,1,0,12,3,0,4,0,3,8,3,18,11,2,4,3,0,6,1,3,0,0,26,3,38,37,34,45,44,16,23,35,33,34,33,38,34,38,27,37,38,34,19,34,56,34,15,33,26,38,47,20,25,17,21,54,27,24,13,31,27,32,31,21,3,3,1,2,0,0,1,4,0,2,0,6,4,0,2,0,4,8,3,10,5,3,3,8,5,3,7,15,2,9,2,4,0,2,4,1,1,1,9,7,11,5,1,5,6,4,1,3,6,0,11,0,3,14,7,1,3,13,0,4,4,7,12,3,9,9,3,2,6,9,5,1,16,4,6,12,6,3,3,8
