"Gene","S01_con","S02_con","S03_con","S04_con","S05_con","S06_con","S07_con","S08_con","S09_con","S10_con","S01_tre","S02_tre","S03_tre","S04_tre","S05_tre","S06_tre","S07_tre","S08_tre","S09_tre","S10_tre"
"RPS15AP31",11.462,7.474,11.003,7.043,6.354,7.154,6.693,9.396,5.075,10.657,5.94,6.466,9.826,8.558,6.227,6.266,8.859,9.455,11.11,8.197
"LOC129663304",5.755,10.789,7.628,7.744,9.291,7.225,7.404,7.342,6.981,10.927,5.784,10.771,11.214,10.56,9.221,9.778,10.747,9.759,10.56,9.726
"LOC127894878",7.678,6.635,6.742,5.754,10.357,6.639,6.443,8.338,8.495,10.804,7.182,9.781,7.138,8.252,9.304,7.807,6.807,8.404,7.799,7.567
"LOC127892138",7.512,7.245,7.029,8.591,7.884,4.578,6.281,6.444,8.083,8.112,8.67,8.989,9.608,9.061,6.041,9.272,6.295,9.704,6.449,11.607
"LOC127882603",9.632,10.048,9.239,7.744,11.791,7.792,5.99,10.469,8.345,8.699,8.631,6.344,9.646,6.98,6.308,7.575,10.337,7.23,7.044,7.065
"GLRX3",7.32,6.241,6.816,5.422,5.753,9.52,9.352,7.476,7.561,8.67,6.721,9.039,10.463,9.591,8.071,6.296,6.236,10.251,8.778,9.269
"LOC129929332",10.22,8.711,8.22,8.531,10.906,7.532,12.564,10.318,7.022,7.43,10.507,6.125,7.841,7.502,7.68,8.636,8.623,8.546,8.658,6.391
"LOC127898008",7.059,9.793,8.326,8.62,10.046,10.684,8.868,8.843,7.723,6.132,5.958,8.675,7.801,7.045,10.611,6.432,6.456,9.935,7.038,9.658
"LOC129932324",7.901,6.67,11.227,10.951,4.968,6.391,7.352,4.268,7.261,7.001,7.474,8.707,9.673,7.217,7.463,6.39,7.61,13.595,7.046,6.883
"LOC105370087",9.622,8.768,7.092,9.802,4.774,7.721,6.956,8.099,10.044,4.72,6.449,6.214,5.426,8.889,8.849,6.717,9.415,6.601,9.515,8.621
"LOC130004624",10.473,8.368,7.7,7.67,5.911,8.77,5.047,8.097,7.425,5.272,3.103,8.573,7.698,9.019,4.548,6.035,7.851,8.667,7.625,9.22
"LOC129930301",7.848,6.499,7.393,6.244,12.003,7.097,6.969,10.072,7.807,8.914,7.789,9.863,7.798,9.361,7.272,7.686,8.968,9.064,5.492,10.028
"LOC130056932",5.443,6.33,7.186,8.005,6.291,9.545,9.397,7.622,7.152,8.604,8.132,6.128,8.081,8.219,7.869,9.67,4.965,8.007,9.688,8.319
"LOC129992143",6.656,6.431,7.636,9.251,9.566,6.689,9.72,8.082,9.082,8.669,8.965,9.72,5.443,10.11,10.293,8.156,11.262,6.932,6.228,5.855
"LOC130068016",8.645,10.111,4.917,8.415,6.952,9.57,7.455,7.596,8.637,9.185,9.079,9.682,4.794,5.283,5.927,7.684,7.551,7.698,9.075,7.846
"LOC108745275",7.176,4.93,6.283,6.083,6.424,10.33,10.275,8.924,9.064,8.965,5.285,3.794,6.156,8.936,8.142,7.055,7.088,3.538,5.776,8.042
"LOC122056891",10.933,8.746,8.519,6.553,5.54,6.656,4.918,6.755,11.047,8.888,9.478,7.571,8.233,9.243,7.383,7.648,7.184,6.838,8.041,7.09
"LOC105378145",10.908,8.204,5.162,8.4,6.805,8.469,7.89,9.975,9.638,8.59,6.309,8.214,7.404,7.095,9.396,6.794,6.999,6.257,7.597,8.782
"LOC127457906",6.166,7.266,5.58,9.257,8.974,7.227,6.322,7.637,9.559,6.829,12.137,9.973,8.631,8.396,4.728,9.506,8.004,9.554,5.822,8.199
"RPL6P27",5.184,8.166,9.9,10.032,6.479,8.599,8.501,13.639,7.963,10.546,6.62,6.909,4.977,6.055,6.256,3.07,6.01,8.57,4.859,6.841
"LOC127893561",6.76,8.19,7.802,7.251,7.122,8.994,8.106,7.457,7.208,6.102,5.002,9.543,7.83,7.377,8.014,9.06,6.096,5.977,7.842,9.294
"LOC124902416",7.43,8.615,10.129,9.288,8.694,9.709,9.106,8.344,4.26,7.039,7.543,10.237,6.076,7.478,8.068,9.032,5.556,8.569,6.845,9.868
"LOC130067049",5.339,8.895,6.543,8.183,8.562,6.192,9.774,8.347,10.073,6.95,8.396,3.807,9.629,9.03,9.353,9.042,10.111,9.653,9.422,6.411
"LOC132205952",5.323,10.141,6.887,9.82,6.686,9.336,11.567,6.317,10.454,8.009,9.05,10.16,9.275,9,12.328,10.875,8.242,8.26,9.131,12.276
"LOC101928608",8.234,7.747,8.447,12.208,8.363,4.901,7.26,5.675,8.368,6.842,6.056,10.793,6.301,8.059,9.918,7.992,8.216,12.563,8.144,7.784
"LOC132088746",6.271,9.837,8.16,6.302,7.474,5.534,9.305,9.72,7.509,9.008,6.54,8.607,8.293,2.426,6.516,6.54,4.576,4.581,8.701,6.34
"TRE-CTC1-1",8.144,10.797,10.765,9.848,8.614,6.332,9.556,10.181,10.123,6.86,6.868,7.018,7.95,8.852,11.125,5.37,7.85,6.057,9.302,7.183
"LOC127272121",7.05,9.402,8.506,8.879,8.277,8.573,6.817,7.055,8.439,9.352,6.971,10.163,7.749,6.615,8.685,6.681,8.328,6.971,7.822,4.225
"LOC128966611",8.676,5.845,6.618,9.532,7.364,9.602,8.729,5.3,7.083,7.001,6.416,7.383,8.911,8.121,6.014,6.415,10.836,9.762,8.821,7.383
"HLA-F",8.958,9.289,6.497,8.123,6.709,9.527,8.358,7.421,9.494,9.39,6.412,8.596,12.01,2.519,8.328,8.288,9.31,10.536,5.512,6.29
"LOC124906297",9.171,6.041,9.077,9.809,7.292,9.437,7.658,5.857,8.089,7.84,8.563,9.527,3.274,7.154,8.849,6.983,5.911,13.505,6.115,8.418
"OPN1LW",6.563,5.984,7.372,6.53,6.164,8.221,7.409,9.21,7.633,7.664,6.243,7.498,5.742,7.747,7.042,11.054,8.123,6.773,8.461,6.514
"LOC123466222",10.885,5.962,12.389,7.629,9.856,9.372,5.956,8.338,6.171,8.868,6.501,10.064,7.561,6.56,6.047,8.86,7.098,6.588,7.717,6.95
"LOC124908660",5.343,6.279,7.184,8.446,7.34,10.144,9.139,9.018,7.164,9.168,7.801,9.471,10.457,6.156,5.526,8.945,7.21,9.529,5.407,7.809
"LOC130063989",8.234,6.379,8.968,10.929,4.812,7.086,7.797,8.316,6.414,7.985,6.925,6.898,7.631,9.509,7.024,8.213,6.251,10.616,6.181,8.333
"LOC127459602",6.608,11.684,8.525,8.253,6.968,7.275,7.612,9.925,7.417,6.468,4.746,9.908,9.157,8.179,8.219,10.516,9.827,7.6,10.339,8.498
"GPR143YP",7.138,6.871,7.654,9.964,7.213,7.13,7.63,5.815,8.002,8.66,10.161,8.036,8.641,7.657,9.063,5.851,7.501,7.121,9.098,6.453
"LOC127818838",7.066,3.978,8.19,9.955,9.779,9.36,8.112,9.484,7.36,9.41,10.82,6.034,10.811,5.811,6.324,9.103,5.667,9.946,8.969,6.56
"LOC127896061",10.004,6.507,6.779,6.552,8.463,7.885,8.214,7.782,10.414,6.72,8.409,6.234,8.244,8.034,9.046,6.941,5.682,8.644,7.118,6.451
"LOC126860542",6.585,6.388,8.253,8.023,7.591,5.922,6.896,7.454,8.182,9.689,11.027,9.394,4.939,5.236,5.167,6.679,10.136,7.585,8.146,8.524
"C2orf66",9.015,10.555,9.305,10.24,4.386,6.452,8.528,7.904,7.035,10.748,8.889,6.993,7.273,8.22,8.271,10.442,8.881,8.736,7.603,6.648
"MTUS2-AS1",8.697,7.364,9.222,8.392,10.047,8.336,7.495,7.729,8.169,10.197,6.808,9.256,7.725,7.639,11.683,7.886,9.301,8.318,6.225,7.939
"ILVBL-AS1",10.958,6.671,7.47,7.46,9.406,6.57,9.551,9.979,5.76,8.094,8.252,5.277,6.999,8.572,7.893,5.947,7.554,8.034,8.89,7.716
"LOC107985337",9.394,7.43,10.838,9.579,7.12,5.713,6.994,9.757,6.456,7.046,6.474,8.304,6.26,6.41,10.205,10.024,8.005,5.095,5.05,7.784
"DEFB106A",4.536,10.333,7.333,9.811,5.601,8.963,8.18,6.457,6.838,7.94,5.67,9.35,7.359,9.551,7.104,6.332,8.002,10.433,6.897,10.004
"LOC100422021",9.303,8.056,10.813,6.552,9.006,7.712,7.278,7.651,7.345,7.222,3.544,7.451,7.007,8.991,5.091,9.614,9.407,7.657,6.938,7.087
"LOC127884751",9.906,8.587,9.319,7.079,10.277,7.552,9.067,8.566,9.009,8.33,11.907,6.187,9.537,8.499,10.043,5.71,8.94,7.14,5.458,7.569
"LINC02116",6.616,7.509,10.56,7.46,7.031,7.811,9.352,8.348,9.517,10.893,6.243,7.911,7.706,10.912,8.604,7.752,8.584,8.336,9.865,8.652
"LOC127271921",9.227,8.333,9.117,8.574,9.291,8.839,7.761,7.428,5.745,7.586,6.494,8.624,7.821,3.324,9.313,8.984,4.431,7.618,9.173,8.16
"LOC127822421",5.08,9.864,6.418,6.644,8.187,11.187,6.354,10.967,8.416,8.623,9.575,7.163,7.386,5.69,7.725,6.524,9.479,8.766,11.067,8.639
"ZP4",7.365,7.495,7.304,4.297,10.074,8.572,6.732,6.425,7.966,7.423,9.26,8.391,6.692,6.029,7.699,6.398,9.86,10.095,4.63,8.263
"LOC126806611",8.121,7.317,8.448,9.039,8.516,8.335,9.012,6.024,8.653,8.054,6.433,7.064,8.434,7.271,6.308,8.044,4.672,5.95,9.25,9.531
"LOC129999902",8.679,7.414,8.85,9.609,7.168,8.796,9.213,7.011,7.412,8.404,10.206,10.058,9.434,6.488,9.531,5.907,9.725,6.28,7.131,7.383
"LOC105377838",8.747,7.643,6.984,6.171,7.774,11.869,7.78,6.168,7.323,7.678,7.579,5.508,10.046,6.447,9.824,9.338,7.226,7.413,8.782,10.315
"CICP10",9.486,8.343,7.89,9.525,7.465,10.019,5.917,5.747,5.749,7.831,7.102,11.625,7.044,5.533,8.632,6.943,6.162,7.929,7.415,8.247
"NCK2",6.981,8.209,6.089,11.09,11.016,7.775,8.907,8.93,8.38,7.349,8.006,9.733,7.486,7.426,8.573,7.341,8.224,8.894,7.079,10.058
"LOC127884231",5.995,8.774,7.909,8.337,6.821,6.104,8.635,10.627,7.983,8.976,7.998,5.311,9.057,10.62,9.362,7.527,9.457,10.017,7.036,9.129
"RPL21P125",9.238,6.193,10.556,8.172,9.389,8.521,6.716,6.238,10.026,8.566,5.565,9.262,7.835,7.956,10.172,9.269,8.909,7.007,8.531,6.291
"LOC130002949",7.935,6.326,7.776,6.02,8.092,7.64,5.805,8.339,9.04,10.747,7.362,10.298,9.545,8.331,7.14,8.526,7.617,10.015,8.946,8.253
"LOC127405668",6.606,10.493,8.691,9.449,8.504,7.08,8.509,7.566,9.682,11.533,10.147,5.756,5.84,9.356,7.855,8.779,8.275,8.767,6.686,7.661
"LOC130060527",9.705,8.137,8.44,8.834,7.104,13.127,8.511,7.434,5.869,7.592,6.386,7.616,7.063,8.443,7.02,3.969,7.783,7.42,8.815,9.282
"LOC130003674",7.656,9.471,6.145,6.796,6.954,9.655,9.79,6.697,8.859,8.835,11.924,9.437,7.026,8.048,6.352,6.422,8.295,7.751,8.233,6.999
"PTGER4P1",8.924,11.756,8.216,6.54,9.362,6.91,8.71,6.565,4.936,7.307,7.766,7.75,6.462,6.671,9.052,10.302,8.595,7.137,8.049,7.284
"LOC129992611",7.609,10.913,7.143,5.852,6.389,8.14,9.18,10.474,6.488,9.331,7.569,8.918,5.779,6.31,11.86,7.498,6.749,8.619,11.409,7.116
"LOC126859993",9.405,8.974,7.79,9.119,8.962,8.749,6.875,5.484,9.963,8.393,8.574,8.173,10.474,9.495,9.804,8.896,7.19,6.249,6.643,8.84
"SNORD3J",9.746,9.366,7.196,4.536,8.807,9.572,5.65,6.157,8.287,8.341,9.163,6.468,8.298,9.892,7.282,6.19,9.757,7.336,9.401,7.141
"LOC125177319",6.966,7.43,10.898,7.293,7.83,6.02,7.364,12.416,8.765,5.216,6.971,8.899,8.284,7.375,6.442,9.277,5.271,5.294,6.791,7.515
"IGHV4-31",7.859,6.675,10.378,7.333,7.518,9.066,9.132,11.026,7.549,9.441,7.776,8.141,10.709,4.729,9.134,5.504,6.073,6.308,11.066,9.509
"MTCO1P28",9.367,7.115,8.414,9.785,6.213,8.354,5.916,9.129,5.878,6.411,8.903,11.171,10.249,5.834,10.106,9.077,6.473,10.315,8.437,7.9
"LOC127826419",9.123,7.604,9.062,3.292,8.848,7.965,7.105,5.461,8.847,6.444,6.499,8.987,7.146,9.577,9.612,11.05,9.631,6.44,6.68,10.758
"LOC127884687",8.238,7.344,6.637,6.791,7.119,8.521,7.297,8.286,9.595,9.655,7.244,7.942,10.52,11.051,7.692,7.818,5.055,11.054,8.052,8.587
"MYG1P1",7.525,6.447,7.793,5.961,9.605,7.153,10.023,7.001,8.56,4.938,7.967,7.465,6.222,6.051,6.679,8.615,6.089,5.17,9.069,10.987
"LOC127895664",9.219,9.382,8.13,7.044,8.184,10.961,7.84,8.049,8.512,7.776,10.531,9.543,7.557,11.326,10.565,7.199,4.953,4.028,9.088,6.735
"LOC127822920",6.302,8.099,8.675,6.788,5.276,7.788,8.495,8.203,8.069,6.999,7.983,9.32,5.905,9.251,7.883,7.672,4.24,8.632,9.634,12.237
"CNIH4",6.177,10.977,5.342,9.853,10.232,8.817,8.013,10.749,8.457,9.527,9.121,6.264,9.645,9.06,5.407,7.49,6.937,8.188,8.043,7.875
"LOC129662750",5.562,7.3,9.273,9.165,8.492,8.044,5.575,5.958,8.762,8.82,8.832,11.073,11.668,8.445,12.779,9.088,9.397,9.25,6.52,8.206
"LOC124901170",9.279,7.808,5.171,8.028,6.631,6.305,10.701,12.252,6.932,7.943,10.859,8.526,7.153,8.309,9.984,6.783,8.309,10.513,8.267,8.035
"LOC130001497",10.977,7.98,8.65,7.322,7.23,9.516,9.093,7.439,9.039,7.571,3.42,10.201,12.297,5.695,7.794,8.466,8.198,8.258,9.054,5.439
"LOC129390243",8.662,11.415,7.75,8.018,6.092,6.714,8.189,6.727,8.173,7.889,7.598,11.352,9.423,10.14,11.648,9.686,14.16,8.162,9.978,10.317
"LOC127273388",10.143,9.312,6.413,7.679,5.228,6.875,7.263,7.075,6.178,7.971,5.891,8.725,6.741,5.669,7.362,4.661,9.422,10.211,9.302,6.139
"LOC127276157",9.54,8.787,7.305,5.541,7.931,6.734,6.745,10.818,5.495,7.018,10.294,5.277,7.569,6.717,6.735,8.94,8.975,10.308,7.212,10.264
"LOC127816745",6.748,9.914,7.224,6.818,9.772,4.849,7.723,9.193,7.941,8.15,7.214,8.698,8.267,8.262,5.106,8.91,8.539,8.387,7.416,9.097
"ENPP7P13",8.238,11.216,9.925,6.54,7.951,6.238,6.535,13.095,7.174,10.824,5.869,7.15,7.391,6.109,6.185,7.683,4.73,3.448,7.875,6.364
"LOC127459612",6.092,8.702,9.726,8.743,6.139,5.981,7.541,8.341,6.605,9.406,6.743,7.614,8.004,7.193,7.707,5.212,8.806,5.323,7.634,8.153
"LOC127273158",9.533,10.72,10.579,6.087,10.35,7.635,8.526,7.912,6.759,10.744,8.792,6.101,6.484,4.546,6.836,6.829,6.793,4.406,4.162,8.312
"LOC127896596",9.374,10.532,7.396,7.928,9.124,8.6,8.686,8.349,9.063,10.658,10.808,9.086,9.012,7.286,7.193,6.603,5.975,7.018,9.522,6.958
"LOC130060438",8.549,8.619,8.538,9.075,10.356,8.673,11.921,8.431,6.185,8.272,7.906,10.826,8.487,5.941,7.233,10.95,5.346,9.162,6.848,9.946
"LOC129992059",7.789,8.583,6.384,9.913,8.517,8.649,6.298,5.252,7.356,6.431,8.751,6.196,7.597,9.472,8.203,9.304,7.362,8.074,8.368,6.601
"COX7CP3",8.693,9.942,10.844,6.211,5.951,8.709,5.786,9.9,8.325,2.85,6.265,5.296,8.751,3.851,7.772,6.123,6.58,2.839,9.185,4.285
"LOC130008877",5.634,7.979,7.333,8.845,8.131,8.804,7.033,9.557,10.447,7.123,11.588,7.619,6.923,8.209,8.124,8.829,8.79,8.33,9.267,5.377
"LOC130062493",8.482,9.753,10.277,6.966,7.296,7.917,8.177,6.408,8.595,7.608,8.957,9.855,7.971,7.058,9.464,7.799,7.512,7.233,11.342,9.381
"LOC105374737",11.511,8.391,7.198,3.481,9.918,8.014,8.54,6.879,7.712,5.529,9.913,9.236,10.098,8.734,12.115,10.612,10.534,7.807,12.156,11.862
"RNU6-1271P",6.757,8.099,8.041,7.076,10.212,8.072,5.466,10.057,8.88,8.08,6.904,9.271,8.527,9.092,7.112,7.836,8.885,8.456,10.651,9.413
"LOC129938285",5.431,8.435,8.599,9.907,5.277,9.339,11.811,5.21,9.984,5.703,8.053,9.881,9.179,8.424,11.346,8.26,6.799,10.736,9.073,9.12
"LOC129994987",6.841,5.913,7.987,8.914,7.12,8.699,11.628,10.257,9.087,6.33,8.666,8.116,6.415,9.414,7.407,6.744,6.465,7.281,6.965,8.415
"SLC7A1",9.699,8.509,7.987,7.293,6.971,4.876,5.682,5.919,7.355,9.581,9.141,11.779,8.806,9.061,10.12,12.226,11.383,9.203,9.599,12.944
"LOC132089704",8.267,7.318,7.845,7.988,7.514,6.289,8.214,9.141,9.563,6.842,6.824,9.494,10.583,9.153,8.681,9.392,6.092,7.966,8.223,5.747
"LOC129932742",6.571,5.974,7.574,7.043,8.872,8.109,8.985,5.947,6.805,7.981,10.142,7.624,5.666,5.532,5.627,5.969,5.054,10.386,7.702,7.06
"SMCO2",6.251,5.21,5.551,7.945,6.092,9.506,10.978,6.814,10.14,9.874,4.817,7.315,7.265,9.163,8.766,6.815,9.251,8.07,7.399,8.91
"LOC129997863",7.043,5.271,6.835,8.563,9.615,5.851,9.967,9.469,10.34,7.083,5.482,12.183,7.763,10.516,10.137,7.435,7.111,7.918,9.186,6.415
"LOC129994166",10.097,5.398,9.143,6.345,6.091,10.054,7.387,7.546,6.906,8.468,9.505,9.174,6.762,9.202,9.36,4.825,8.596,8.177,8.443,8.679
"LOC105370397",8.924,7.779,6.18,8.432,5.665,5.531,9.485,9.226,8.768,8.41,7.099,7.274,5.239,7.73,8.039,9.546,7.039,7.203,10.53,8.955
"LOC132089276",6.694,8.259,10.201,6.532,9.774,7.292,10.049,5.604,5.907,9.419,9.364,7.172,7.338,9.026,7.146,10.959,8.984,9.222,7.636,7.734
"LINC02741",9.507,4.933,7.731,9.683,7.324,9.557,6.739,7.712,6.559,3.462,7.647,8.392,6.409,8.482,6.05,9.195,7.195,6.621,6.131,8.423
"NYX",6.774,7.613,5.951,6.562,8.105,11.076,10.366,10.581,8.817,7.265,6.224,7.634,7.323,10.313,7.471,8.229,8.486,9.702,5.671,8.416
"GPBP1",7.496,7.821,7.801,5.538,8.126,5.591,7.978,7.945,6.896,10.532,8.171,7.356,8.035,8.469,7.556,8.785,7.274,8.766,7.782,6.416
"MIR106A",9.284,7.579,6.086,8.078,7.738,8.672,6.356,8.774,9.016,8.725,8.334,7.603,6.714,10.864,5.438,6.979,8.044,8.66,7.115,9.241
"LOC130000412",9.451,8.056,10.316,8.27,7.074,7.045,6.816,8.306,10.271,8.162,5.397,8.143,7.552,7.574,9.411,8.443,8.478,8.356,10.228,7.499
"LOC130004935",4.445,9.611,9.056,7.634,8.501,5.9,6.938,8.104,8.263,5.76,7.778,8.094,5.148,9.853,7.876,10.376,8.884,7.755,11.172,8.461
"LOC130002437",10.41,10.084,8.179,7.935,8.234,6.808,9.306,9.449,6.332,8.515,8.626,6.823,9.439,8.208,8.585,9.358,8.585,7.379,7.661,7.093
"LOC127272214",8.968,6.903,10.703,6.722,5.16,7.397,7.525,6.639,6.77,10.092,3.24,7.998,4.685,8.947,8.331,7.904,10.325,8.071,6.6,6.406
"LOC127460430",7.723,10.777,6.84,7.835,7.69,6.544,6.436,9.905,6.729,7.064,5.104,7.305,8.868,9.978,7.63,8.783,12.499,9.473,7.803,7.459
"LOC127886930",6.274,10.819,8.624,10.23,7.546,7.09,4.522,6.463,10.172,8.726,7.755,5.668,9.093,9.902,8.125,7.89,8.724,10.105,3.844,8.565
"LOC126860154",7.447,7.819,7.666,9.34,10.014,7.233,7.126,6.522,5.667,7.94,8.153,8.909,7.059,4.737,10.445,9.766,5.818,7.256,7.239,4.107
"LOC127459398",7.592,6.165,7.873,10.036,9.038,7.214,6.912,9.166,10.201,6.965,6.583,10.163,7.46,9.02,10.674,9.378,9.052,7.882,7.448,6.884
"LOC130060765",6.428,7.798,8.09,6.343,4.692,8.551,6.464,9.335,10.73,7.3,8.635,7.407,7.701,10.191,10.179,8.902,5.988,7.971,6.368,7.397
"LOC129664713",8.318,7.515,8.714,7.672,7.312,8.959,4.885,7.084,7.31,8.607,9.423,7.544,7.959,8.416,5.701,7.429,8.007,6.143,7.945,5.739
"CRTC2",9.63,8.637,8.068,5.377,8.014,7.82,8.066,7.138,5.736,6.596,7.003,10.299,7.889,7.139,11.131,8.97,9.999,7.954,8.913,7.971
"LOC127268639",9.576,7.132,9.87,9.792,6.897,8.939,6.937,6.373,7.162,6.611,6.176,5.779,8.6,6.598,6.94,7.23,6.964,7.857,8.887,9.885
"LOC130068753",5.937,7.094,8.048,6.898,8.528,6.055,7.913,8.442,6.505,4.634,10.012,11.411,8.312,11.741,9.985,8.641,11.338,11.936,11.661,11.233
"LOC127825709",7.456,6.348,6.846,7.258,11.024,7.733,8.001,8.972,10.291,9.33,5.028,8.354,7.553,5.933,7.989,8.85,7.979,9.352,9.753,11.617
"RNU6-183P",5.997,7.022,9.499,7.482,5.064,5.073,6.892,6.33,11.591,8.947,6.281,8.69,7.572,6.584,10.223,6.646,8.029,7.185,5.131,6.38
"LOC130066628",8.597,7.328,6.567,9.491,6.225,8.052,9.214,8.832,6.687,7.023,7.176,8.011,4.642,6.802,8.774,8.693,4.262,6.894,7.773,8.398
"LOC127815212",8.135,7.843,10.217,5.873,9.726,10.647,7.852,9.098,7.678,8.887,9.554,7.609,8.619,8.228,9.124,6.437,10.704,5.916,8.038,7.766
"LOC127825445",10.162,11.142,7.978,8.918,6.543,4.831,8.7,8.664,8.036,7.05,10.079,10.26,9.064,10.016,9.343,9.205,11.181,8.229,13.961,11.918
"ASAP2",6.483,9.603,6.645,7.059,7.462,6.711,9.045,11.375,9.44,6.741,8.039,8.194,8.024,7.907,6.563,8.804,8.966,9.171,8.306,8.659
"TMPRSS6",5.564,6.138,10.012,8.531,8.386,8.564,9.851,7.299,7.434,8.393,6.705,8.615,9.151,6.3,8.412,9.178,11.451,8.382,8.506,7.688
"LOC129661106",6.819,7.677,7.353,7.628,7.772,6.407,8.366,6.568,9.114,9.679,7.291,8.365,8.557,9.67,9.567,6.723,7.107,8.019,7.571,7.261
"LOC127890847",9.338,9.66,8.712,8.335,5.033,5.522,7.433,4.869,7.578,8.843,5.256,6.597,9.266,4.744,9.023,6.575,9.852,9.316,8.758,9.722
"LOC124174309",8.662,9.567,10.648,9.182,8.118,10.275,10.236,10.065,7.741,7.749,10.501,12.227,5.49,7.621,7.145,9.774,7.543,7.471,8.061,5.633
"LOC130009936",9.92,7.243,4.819,6.126,6.721,6.788,8.215,5.872,8.716,7.824,9.772,11.877,7.535,9.334,8.04,10.897,11.607,13.109,7.946,8.892
"LOC129663343",7.367,6.489,9.129,4.596,6.583,8.585,8.573,7.358,3.828,9.053,5.559,9.084,5.335,8.459,10.612,3.459,6.588,8.486,5.247,10.672
"SNURFL",6.604,7.676,7.87,7.498,7.35,6.646,8.005,10.703,5.487,7.822,9.313,7.871,10.716,5.448,9.108,7.856,8.791,8.475,8.525,5.32
"LOC105371486",12.286,6.683,5.556,6.7,4.787,10.615,7.879,6.9,9.143,9.271,7.396,8.837,6.567,8.225,9.777,6.66,4.767,7.456,7.223,9.759
"LINC02831",7.151,10.155,7.719,9.98,8.277,5.679,9.41,9.801,8.578,7.859,10.456,9.013,7.76,11.493,5.922,6.947,6.578,9.414,6.131,7.563
"LOC105378493",7.341,6.552,4.173,6.896,6.309,10.126,7.044,6.056,10.831,9.517,7.284,8.288,7.246,7.061,7.378,8.823,9.657,8.528,5.331,9.599
"LOC130003028",10.626,7.324,7.573,8.609,9.861,8.067,9.039,8.899,5.232,7.428,8.099,9.606,5.628,8.131,9.717,6.654,7.297,9.175,6.965,6.342
"LOC129997589",4.875,8.225,9.081,5.327,7.194,7.384,9.027,7.713,9.534,9.885,5.535,7.228,6.078,6.808,6.899,6.472,9.768,4.956,9.505,5.84
"BTF3P13",7.579,6.693,5.182,8.362,7.828,6.085,6.876,6.236,7.352,6.323,13.202,10.801,9.917,11.494,8.633,11.919,10.386,12.126,8.149,9.373
"LOC127269648",8.819,9.905,7.386,10.55,9.424,5.798,5.133,9.577,6.402,7.594,8.31,6.358,10.252,6.177,6.953,10.131,7.181,9.463,4.803,6.664
"LOC127818016",10.526,6.263,4.604,8.165,9.181,6.059,10.852,8.072,7.496,8.469,8.988,9.315,9.724,7.297,8.176,6.926,9.213,10.729,8.624,5.687
"RN7SKP240",8.219,6.487,7.475,8.042,8.224,6.911,9.059,8.778,8.804,7.357,8.991,7.375,6.583,6.293,8.275,9.323,6.077,7.939,6.305,6.916
"LOC127458491",8.35,8.484,7.428,8.308,6.205,6.286,8.734,7.439,9.348,8.288,7.611,4.833,9.856,6.898,7.067,6.646,8.023,7.936,8.909,6.15
"LOC126861899",5.752,7.717,6.582,6.115,9.168,7.495,7.881,9.687,8.646,6.895,5.077,5.563,7.176,10.033,8,5.917,8.349,8.331,8.263,7.879
"LOC112272592",9.984,5.812,6.956,5.506,7.306,10.016,6.756,8.646,9.833,8.562,8.058,8.455,8.997,9.43,8.538,8.915,9.105,8.042,9.475,7.223
"ARHGAP18",7.022,6.121,8.46,8.313,8.483,10.31,6.551,6.236,8.175,9.317,10.867,6.957,7.586,7.261,7.026,11.543,4.292,7.246,3.974,9.204
"LINC03024",7.438,6.406,8.296,7.919,8.292,8.057,6.69,9.028,8.956,8.084,9.352,7.348,8.148,6.56,10.281,10.565,6.958,6.997,6.944,4.973
"LOC127407006",8.274,7.227,7.122,6.074,9.618,7.253,10.718,7.175,11.475,8.592,7.668,8.447,11.095,7.871,7.653,8.904,4.931,7.817,8.545,6.559
"LOC129996298",7.596,8.109,9.317,5.641,7.834,8.807,8.447,7.638,8.223,5.664,8.756,7.569,9.402,8.224,7.828,7.633,9.762,9.775,6.258,8.01
"CLEC4C",9.558,8.737,8.633,6.592,9.148,9.225,5.987,9.769,12.154,6.112,8.404,5.361,7.371,5.819,7.972,9.027,8.25,9.146,9.829,7.808
"LOC126861484",6.588,8.504,6.205,5.648,9.522,9.581,6.548,9.412,6.204,7.879,8.379,12.783,10.079,6.837,11.023,7.785,7.437,10.269,6.275,7.884
"MIR4429",7.427,9.486,7.367,9.528,7.87,6.341,8.659,9.674,7.443,7.869,9.933,6.462,9.417,7.881,8.437,6.082,8.004,8.017,9.046,7.065
"BCRP4",11.116,8.411,7.082,5.655,4.864,6.121,6.523,8.315,7.607,8.438,9.688,5.86,5.08,10.575,8.71,6.487,8.357,6.912,5.393,5.72
"LOC129932788",9.328,7.092,9.075,8.703,10.171,7.85,6.645,8.506,7.636,10.117,10.395,6.99,8.41,8.084,8.619,9.147,7.618,6.996,9.013,8.218
"LOC130008923",7.64,7.27,8.642,10.588,6.938,6.189,9.91,8.734,8.625,9.406,7.366,7.238,8.041,11.514,6.586,5.089,7.445,7.62,5.533,5.933
"LOC127276012",8.205,5.483,7.005,11.344,5.886,6.511,7.223,6.839,7.113,6.957,9.115,8.125,7.479,10.136,7.745,8.594,5.664,9.291,8.031,8.322
"RNU6-631P",6.837,9.337,5.829,11.75,6.476,3.391,9.726,6.361,8.625,6.85,9.254,6.757,10.432,8.792,6.453,8.983,7.1,9.873,8.496,8.97
