# synthetic, for demo only -- module 574 STAIR baseline
spot,G000,G001,G002,G003,G004,G005,G006,G007,G008,G009,G010,G011,G012,G013,G014,G015,G016,G017,G018,G019,G020,G021,G022,G023,G024,G025,G026,G027,G028,G029,G030,G031,G032,G033,G034,G035,G036,G037,G038,G039,G040,G041,G042,G043,G044,G045,G046,G047,G048,G049,G050,G051,G052,G053,G054,G055,G056,G057,G058,G059,G060,G061,G062,G063,G064,G065,G066,G067,G068,G069,G070,G071,G072,G073,G074,G075,G076,G077,G078,G079,G080,G081,G082,G083,G084,G085,G086,G087,G088,G089,G090,G091,G092,G093,G094,G095,G096,G097,G098,G099,G100,G101,G102,G103,G104,G105,G106,G107,G108,G109,G110,G111,G112,G113,G114,G115,G116,G117,G118,G119,G120,G121,G122,G123,G124,G125,G126,G127,G128,G129,G130,G131,G132,G133,G134,G135,G136,G137,G138,G139,G140,G141,G142,G143,G144,G145,G146,G147,G148,G149,G150,G151,G152,G153,G154,G155,G156,G157,G158,G159,G160,G161,G162,G163,G164,G165,G166,G167,G168,G169,G170,G171,G172,G173,G174,G175,G176,G177,G178,G179,G180,G181,G182,G183,G184,G185,G186,G187,G188,G189,G190,G191,G192,G193,G194,G195,G196,G197,G198,G199
S1_spot0211,3,3,0,3,0,0,1,0,4,2,7,2,6,1,4,1,0,3,0,0,0,1,0,3,2,0,0,5,3,3,0,3,4,7,1,1,0,8,1,1,0,0,0,3,5,2,1,0,3,3,2,0,1,1,1,2,2,2,3,11,2,0,0,1,2,0,0,0,0,0,0,0,1,7,9,1,1,0,0,0,3,4,4,0,0,0,3,1,1,3,2,3,0,0,1,0,0,0,2,0,0,4,0,0,0,1,0,0,3,3,3,4,1,0,3,0,2,1,1,4,1,0,0,0,3,7,9,3,2,1,2,2,13,0,1,0,5,4,4,1,2,1,9,2,0,1,7,1,1,1,0,4,0,3,1,3,0,2,4,1,2,0,1,4,5,1,0,1,0,0,0,0,6,4,14,4,3,0,1,2,0,0,0,0,7,3,8,0,0,0,4,0,0,0,7,3,0,0,0,5
S1_spot0212,0,0,0,2,0,1,1,0,0,1,0,0,0,1,4,0,2,0,1,0,0,5,0,4,0,0,3,2,2,3,6,0,4,2,1,1,4,0,0,0,0,1,0,0,3,0,1,4,1,2,1,0,3,3,1,3,2,1,0,13,1,0,0,2,0,1,7,0,0,2,0,2,0,8,0,0,0,0,0,3,0,1,0,4,2,0,0,2,0,2,0,0,2,3,4,1,6,2,1,6,2,1,0,1,0,1,1,1,0,5,0,4,0,0,4,0,1,2,1,0,0,1,0,1,4,0,6,1,3,0,1,0,6,0,0,0,5,3,1,1,1,6,0,0,1,0,3,2,1,1,0,2,0,0,0,2,0,1,0,0,0,0,3,0,3,1,1,1,0,2,0,0,4,0,13,0,0,1,1,0,0,1,1,0,4,2,9,0,1,1,1,2,1,1,9,3,1,0,2,4
S1_spot0213,0,0,0,6,6,0,0,1,0,2,0,0,0,1,4,0,1,1,0,0,2,5,0,1,0,1,0,4,0,0,1,0,9,4,0,1,0,0,0,1,1,0,0,1,1,0,2,0,0,1,0,0,6,1,2,3,0,0,0,12,1,0,0,0,1,1,3,0,0,2,1,1,0,3,5,0,0,1,0,3,6,4,0,0,2,1,3,1,0,0,0,6,0,5,2,0,0,4,0,2,0,5,0,1,4,1,0,3,0,6,0,0,0,3,2,0,0,0,0,0,0,2,4,0,1,5,7,1,0,2,0,0,13,2,0,3,0,8,7,2,0,0,7,0,2,1,5,0,0,1,5,4,0,0,0,0,0,3,4,4,2,1,3,5,0,0,4,0,1,1,0,0,1,2,12,1,0,0,1,0,0,0,1,2,6,1,0,0,5,2,4,6,2,0,5,0,0,0,3,8
S1_spot0214,2,0,0,8,0,0,1,1,2,0,2,0,2,1,0,1,1,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,4,0,0,4,3,0,0,0,2,0,0,2,3,0,1,0,2,3,0,1,2,1,0,0,1,0,1,5,4,2,0,1,6,2,2,0,0,0,0,0,2,0,6,0,0,0,1,0,0,0,2,4,0,0,0,0,1,2,0,1,1,0,0,1,2,2,0,0,0,11,0,0,1,0,0,0,1,5,0,2,1,3,5,0,0,0,2,1,2,1,4,3,4,0,0,2,2,1,0,0,6,0,2,1,0,0,0,2,4,3,4,0,0,0,0,1,2,0,2,2,0,0,0,2,2,0,2,0,3,0,0,0,0,0,0,0,6,2,0,0,3,0,10,3,0,0,0,2,1,0,2,2,0,0,0,2,0,3,0,5,0,1,0,0,0,0,1,7
S1_spot0215,0,0,2,0,5,0,0,2,0,0,0,1,2,3,0,1,0,0,0,0,4,0,1,4,0,1,4,3,1,3,2,0,3,2,1,1,0,6,0,0,0,1,2,2,2,0,0,2,1,1,3,0,0,1,1,0,0,0,1,6,0,1,0,1,0,2,9,1,0,1,0,0,1,5,5,1,2,0,0,1,0,3,1,3,0,0,6,0,1,2,0,3,1,6,0,0,0,1,0,0,0,1,1,1,0,0,1,0,4,0,1,2,1,2,0,1,1,1,0,0,0,1,0,0,3,0,3,0,1,0,0,0,0,0,0,3,0,7,4,0,3,2,0,1,0,0,5,0,3,0,0,4,0,0,4,2,0,0,3,0,3,3,3,2,3,0,0,0,5,1,0,4,7,0,8,1,1,0,2,0,0,0,0,1,5,0,0,2,3,0,0,2,0,0,4,2,3,0,6,4
S1_spot0216,0,0,1,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,0,0,5,0,0,0,1,0,3,2,0,3,0,0,3,1,0,1,2,2,0,0,0,6,2,9,0,0,0,1,0,2,6,8,0,3,1,1,0,1,4,0,0,0,0,4,0,0,2,2,2,0,3,1,0,6,1,1,0,0,2,0,0,1,0,1,0,0,8,0,2,0,2,0,1,3,2,0,0,0,3,2,3,0,4,8,1,0,0,2,0,0,0,2,1,2,2,3,0,0,2,5,0,0,0,2,2,3,1,1,0,1,1,0,3,0,2,0,0,2,0,0,2,2,0,1,0,1,1,0,0,1,0,9,0,0,0,1,1,2,0,0,0,3,4,3,0,0,3,1,4,0,2,0,1,0,0,3,2
S1_spot0217,0,0,1,6,7,0,0,0,2,0,4,1,3,0,1,0,0,0,1,0,0,2,0,1,0,2,2,0,2,1,4,2,3,0,3,2,2,3,1,0,0,3,0,5,3,0,1,2,1,4,2,0,0,3,3,0,6,0,1,0,3,0,0,2,6,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,1,1,0,4,0,0,0,2,2,4,4,0,2,9,1,0,0,2,2,0,2,0,0,0,0,0,4,2,0,0,0,1,1,4,2,2,4,1,0,0,3,1,8,10,0,3,0,4,1,0,0,2,0,3,4,3,2,0,0,5,0,1,0,9,1,3,1,0,0,0,1,0,0,0,1,0,2,2,0,2,2,0,0,2,0,0,1,2,0,2,4,0,2,0,0,0,1,1,0,1,0,1,4,0,0,0,0,3,1,2,5,2,2,0,0,5,0
S1_spot0218,0,0,2,0,2,0,0,0,1,0,0,0,1,1,3,0,0,1,1,0,0,4,0,7,0,0,4,1,0,0,1,1,3,0,2,0,0,1,0,0,3,0,0,1,3,0,0,1,4,1,3,4,0,3,1,1,1,0,1,0,2,0,0,0,3,0,2,0,0,0,0,0,0,1,6,0,0,0,0,4,2,1,2,2,0,1,0,0,0,1,0,3,0,1,1,0,3,0,0,3,2,0,1,1,0,0,0,0,0,2,0,2,0,2,1,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,1,10,0,0,1,3,0,3,2,3,4,0,2,1,1,4,0,0,1,2,1,2,0,0,1,0,3,1,0,2,2,3,2,2,0,1,0,7,0,0,0,1,0,4,0,1,0,1,1,3,1,0,0,3,1,2,0,0,2,0,0,1,4,0,2,0,0,3,0
S1_spot0219,0,3,3,7,0,0,1,0,0,0,0,0,2,0,0,0,1,0,3,1,6,3,0,2,0,3,3,2,0,3,2,0,10,3,0,2,0,0,0,1,0,1,0,0,4,0,2,3,0,1,0,5,3,2,2,4,1,3,1,7,3,2,0,3,7,0,7,0,0,3,1,1,1,6,7,0,2,0,5,0,3,4,2,0,2,0,5,2,1,0,3,0,3,0,2,1,3,0,0,8,4,9,0,3,2,0,0,2,4,0,0,2,1,0,7,0,7,0,1,7,0,0,3,3,2,6,0,2,0,1,0,1,0,0,0,1,0,9,0,1,0,2,7,0,0,0,7,0,0,0,0,5,0,2,0,4,0,2,3,0,0,1,0,3,2,0,0,4,2,4,1,0,8,4,19,3,0,0,1,0,3,1,0,2,4,3,6,1,3,4,0,0,3,2,3,0,1,0,8,3
S1_spot0220,0,0,2,0,0,0,1,4,0,1,0,0,3,1,0,0,0,0,0,0,3,4,1,0,2,0,1,0,0,0,4,3,7,0,2,3,0,0,0,0,2,0,0,2,7,0,0,0,0,2,3,0,0,1,0,0,6,0,1,8,4,0,0,0,4,0,7,1,0,1,1,2,4,2,3,0,0,0,0,0,0,0,2,2,0,4,2,2,0,4,0,2,0,0,2,2,5,0,0,7,0,6,0,0,0,0,3,2,0,0,0,0,0,0,3,0,0,2,1,5,0,0,0,0,0,4,10,2,1,0,0,5,7,1,2,0,2,0,2,0,0,2,8,0,0,0,4,4,0,0,4,0,0,1,4,8,1,0,0,0,2,1,0,0,1,0,0,3,6,1,0,0,2,3,0,4,0,1,2,0,0,0,1,2,4,0,0,0,2,0,0,0,0,4,1,3,1,0,3,0
S1_spot0221,0,2,0,4,5,0,1,0,4,0,0,0,0,0,0,1,0,0,0,1,0,3,1,4,1,1,2,2,0,3,2,2,3,5,2,2,7,7,1,0,0,1,0,0,3,0,1,0,0,1,2,2,1,0,2,0,0,3,0,6,0,1,0,3,7,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,4,0,1,2,2,5,3,1,2,2,2,3,2,4,0,0,0,0,0,0,1,6,0,2,1,1,5,1,1,2,1,2,0,0,0,0,2,9,8,0,1,0,0,0,7,0,2,0,4,6,3,0,0,0,7,1,0,0,0,0,1,0,2,0,0,4,0,2,0,0,2,1,2,1,0,6,4,0,3,1,2,0,0,2,0,5,0,0,1,0,0,0,2,3,1,1,2,2,6,0,1,2,0,3,0,3,0,0,0,0,3,0
S1_spot0222,2,0,4,3,7,2,2,2,1,1,5,1,2,0,0,0,1,0,0,0,0,0,0,5,0,0,1,1,4,2,0,0,0,2,3,0,2,3,0,1,0,0,0,0,5,0,2,0,1,0,4,0,0,0,1,2,2,4,0,6,2,1,0,2,7,1,1,0,0,0,0,0,3,2,0,1,1,2,1,0,0,3,0,4,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,3,1,2,0,0,1,0,0,7,0,0,5,1,0,5,2,1,3,5,0,0,2,0,2,5,1,3,0,0,0,0,1,3,1,3,0,1,0,3,4,1,1,0,0,0,0,0,0,1,0,1,2,3,0,3,2,1,0,0,0,4,0,0,1,0,4,5,0,0,0,0,1,0,1,1,0,4,4,0,0,1,0,0,0,0,1,5,8,1,0,6,0
S1_spot0223,0,1,3,3,0,0,0,3,0,1,7,1,1,0,2,0,0,0,1,1,0,8,0,7,1,1,3,2,0,1,1,1,5,4,3,0,0,8,0,0,0,2,0,3,3,4,2,0,0,0,7,4,6,1,0,0,4,1,0,0,1,3,0,7,11,2,4,0,0,0,0,0,0,1,0,4,0,1,0,0,3,3,4,2,2,0,4,2,3,0,0,2,0,1,0,0,7,0,1,0,1,0,0,0,5,0,2,1,0,0,0,0,0,1,5,0,0,0,5,6,1,1,2,1,0,6,11,1,4,0,3,0,0,0,3,0,4,3,0,3,1,2,3,0,0,0,4,0,5,0,6,0,0,0,1,9,0,3,6,1,0,0,0,11,7,1,2,1,4,2,1,2,7,5,13,0,2,0,0,1,0,0,3,0,2,0,9,4,2,0,0,5,5,1,3,9,2,0,0,0
S1_spot0224,1,0,0,3,7,0,0,0,0,0,2,0,3,1,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,2,0,1,1,0,2,0,0,0,1,0,2,2,2,2,3,0,2,1,0,0,0,3,0,0,2,0,1,1,2,10,0,0,0,3,0,3,0,0,0,0,1,2,2,1,4,0,0,0,1,1,2,0,2,3,3,0,0,2,1,3,2,0,1,0,0,2,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,0,7,5,0,5,0,0,4,2,1,0,8,0,1,0,2,4,9,0,3,0,0,4,2,1,1,0,0,0,1,1,3,1,0,1,5,3,0,1,2,2,1,1,0,0,0,0,3,1,0,0,0,0,5,0,0,0,6,3,0,1,0,0,0,3,3,0,1,2,1,5,7,2,3,2,4,1,2,1,0,4,1,0,3,0
S1_spot0225,3,2,0,1,5,1,0,1,0,0,8,0,0,1,0,2,0,0,0,1,4,6,0,6,0,1,0,0,2,1,0,2,0,4,2,3,3,0,1,0,0,0,0,0,5,0,0,0,1,0,11,3,4,1,0,1,3,0,0,9,1,2,0,0,11,0,1,1,0,2,0,0,3,0,2,0,2,0,1,2,2,2,1,0,2,0,0,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1,3,2,0,0,0,5,5,1,0,0,0,4,0,0,1,1,8,0,1,4,1,0,0,14,3,0,0,0,3,10,0,4,0,1,4,0,0,3,0,4,0,4,0,0,5,6,0,5,0,1,0,3,0,0,0,0,2,5,4,5,3,2,1,2,1,0,2,1,1,0,6,7,0,0,1,2,0,4,0,0,0,0,4,5,3,0,0,4,2,0,3,8,0,0,0,8,2
S1_spot0226,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,2,1,2,2,0,1,4,2,8,0,0,2,3,0,0,0,2,2,2,0,1,4,4,0,1,4,1,0,6,0,0,0,1,2,0,6,5,2,1,0,2,1,1,0,0,0,1,1,0,8,2,2,0,0,1,1,1,1,2,1,0,0,1,1,0,3,1,4,8,0,0,3,1,0,2,1,6,0,0,1,1,0,0,1,3,1,0,0,0,0,1,0,0,0,6,0,2,1,1,3,0,10,1,0,7,3,0,0,1,0,4,7,0,0,1,0,3,0,1,0,0,0,2,2,1,0,0,4,0,0,0,0,1,0,1,4,4,0,1,1,7,1,2,0,0,5,0,1,0,1,1,0,0,12,2,4,2,4,4,7,2,0,0,0,0,0,0,2,1,0,0,2,2,0,0,0,0,0,1,14,4,1,0,0,0
S1_spot0227,0,2,0,0,7,0,0,0,1,1,0,0,0,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,4,0,4,1,0,0,0,2,3,5,0,0,0,2,1,0,6,2,1,3,1,0,0,0,2,1,1,0,2,2,0,7,1,4,0,0,2,0,0,3,0,0,0,2,0,2,0,0,0,0,1,0,1,2,4,2,0,1,0,0,0,1,1,2,1,3,2,0,4,0,0,6,0,0,2,5,0,0,3,0,0,3,0,0,0,2,2,1,2,1,2,5,3,1,2,0,2,9,0,1,0,0,0,2,6,0,2,0,0,0,3,0,2,4,4,0,0,0,0,5,0,1,2,2,0,3,0,0,0,0,5,0,0,1,2,1,0,0,2,0,0,0,0,2,0,5,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,3,6,0,1,1,0,0,0,4,5
S1_spot0228,0,1,0,0,0,1,1,0,0,0,7,2,6,1,2,1,1,1,2,0,4,1,1,5,0,0,0,5,0,3,2,4,4,5,4,0,0,7,0,0,4,0,1,2,3,2,4,0,0,0,6,1,0,2,0,3,0,2,0,0,0,2,0,2,0,0,10,1,0,4,0,4,0,0,5,0,1,0,4,3,4,3,2,0,0,0,7,0,2,2,2,5,0,6,2,0,6,4,1,5,0,0,0,0,5,0,0,3,0,0,0,4,3,6,2,0,3,4,1,2,0,0,6,0,6,10,0,0,3,1,2,1,11,0,3,0,0,8,3,6,4,0,7,1,1,0,3,4,3,0,1,2,1,0,2,6,1,2,2,0,0,1,0,0,5,1,4,0,4,3,1,2,0,0,16,0,1,2,3,0,5,1,4,1,0,3,0,2,12,2,6,5,2,0,2,2,1,0,5,0
S1_spot0229,0,0,0,5,5,0,0,0,1,1,3,0,1,1,2,0,0,0,3,1,2,3,0,0,1,0,0,3,0,0,0,0,0,4,1,1,1,6,0,1,1,0,0,5,0,0,0,1,0,3,4,0,0,0,1,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,1,1,0,0,5,1,0,0,0,1,0,2,0,3,1,0,0,3,1,0,0,3,0,0,0,2,4,0,0,5,2,3,3,0,0,0,2,1,0,3,1,0,0,1,0,0,0,2,2,2,1,2,5,4,0,2,0,2,0,0,0,2,7,1,1,0,4,3,1,0,2,2,0,2,1,0,0,2,0,0,1,0,0,0,0,3,1,1,1,0,3,1,0,3,0,2,1,0,3,0,2,3,0,2,9,2,0,0,1,2,0,0,1,2,0,1,5,2,0,0,2,3,0,4,0,0,0,0,0,0
S1_spot0230,4,0,4,4,0,0,1,0,4,1,8,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,3,3,6,1,1,0,0,3,2,3,0,0,1,2,0,3,0,2,0,3,0,3,2,0,3,0,0,2,0,0,0,0,1,11,0,1,0,0,0,1,4,0,1,2,0,1,5,0,4,0,0,1,3,0,5,2,0,7,1,0,0,0,0,0,2,1,1,5,0,0,0,2,0,0,1,4,0,2,4,1,0,0,2,0,0,2,0,0,3,1,5,0,3,2,1,3,2,0,3,5,0,4,0,0,1,1,9,1,3,0,4,12,5,3,4,4,14,0,0,1,5,1,0,0,6,4,0,3,3,0,1,2,1,0,3,0,0,2,0,0,5,2,8,4,1,3,0,0,21,5,0,0,0,1,3,2,0,0,7,5,8,0,0,0,0,3,2,0,0,1,0,0,0,5
S1_spot0231,0,2,1,6,0,1,0,2,1,2,0,1,3,0,0,0,0,1,2,2,1,0,0,2,0,0,0,1,0,3,3,1,6,1,1,0,3,4,1,1,3,2,0,0,3,4,2,1,0,1,3,3,0,4,1,2,3,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,2,0,1,0,4,1,3,2,1,0,5,0,4,0,4,3,4,2,1,1,5,0,0,4,0,4,0,3,2,0,0,0,3,5,1,0,1,4,4,0,2,3,1,4,0,0,0,3,4,0,4,2,2,0,3,1,0,0,1,1,5,9,0,0,2,3,7,0,1,0,3,1,3,0,3,0,0,1,2,0,0,0,0,1,0,0,0,4,0,0,0,0,4,0,0,0,0,0,13,3,1,0,0,3,0,0,1,0,3,6,6,0,1,0,0,3,2,0,0,0,0,0,0,5
S1_spot0232,1,0,1,4,7,0,3,2,3,2,0,1,1,2,0,1,0,2,0,0,4,1,0,1,0,1,0,1,0,0,3,0,3,0,1,1,0,0,1,0,2,0,1,0,3,1,1,1,2,0,0,0,1,0,0,1,1,1,1,0,2,2,1,2,0,0,1,1,0,0,1,0,0,5,3,0,0,0,0,3,5,1,3,0,0,2,4,0,3,0,5,2,0,4,0,3,3,1,0,0,0,4,1,0,1,0,0,0,2,0,1,0,2,0,3,0,2,0,1,2,0,0,0,0,0,6,5,0,3,0,1,1,12,0,1,2,1,1,0,2,0,1,0,0,0,1,3,1,0,1,3,2,0,1,0,0,1,1,2,0,1,0,2,0,0,0,1,1,2,0,0,0,2,3,6,3,1,0,1,0,0,1,0,1,4,0,0,1,0,3,5,2,1,0,0,1,0,0,0,1
S1_spot0233,1,0,0,7,0,0,0,1,0,0,4,0,4,1,1,1,1,0,1,0,0,0,0,3,0,0,0,1,0,1,1,1,4,1,0,2,2,4,0,0,3,0,0,0,5,0,0,1,1,5,4,2,0,0,2,0,5,0,1,7,0,0,1,2,0,0,0,1,0,0,0,0,5,0,4,2,0,0,2,0,4,0,0,0,2,1,0,0,2,2,0,1,0,4,0,0,3,1,0,2,0,3,0,0,1,0,0,2,0,4,0,1,0,1,0,0,0,2,0,2,1,1,2,0,1,3,3,4,0,0,0,2,13,0,1,0,5,2,2,0,2,4,8,0,1,1,4,0,0,0,2,2,0,0,0,1,0,3,2,0,1,0,0,3,1,0,0,4,6,1,0,1,3,0,6,0,1,0,1,4,1,0,0,0,6,2,4,2,0,0,5,1,0,3,1,0,2,0,2,0
S1_spot0234,0,0,2,0,3,0,0,1,2,2,7,2,4,3,0,0,0,5,1,1,0,2,0,4,1,0,0,0,2,4,0,0,0,2,4,2,5,11,0,1,0,2,0,4,3,0,0,1,0,3,0,0,0,1,2,0,1,0,2,0,3,1,0,5,9,0,2,1,0,0,0,1,2,4,9,0,2,1,0,0,7,0,0,3,0,2,1,3,4,1,4,6,0,5,2,4,4,5,0,0,2,4,3,1,6,0,1,0,0,12,2,6,0,6,5,0,0,1,0,3,1,0,4,0,5,0,0,4,0,1,4,1,16,1,3,0,6,5,3,0,7,7,9,0,0,2,9,1,2,3,5,6,0,2,1,3,2,3,1,1,0,0,5,0,1,0,1,3,0,1,1,0,2,3,0,0,2,1,1,0,0,2,1,3,8,3,8,3,0,0,3,8,0,0,3,0,0,1,0,0
S1_spot0235,0,1,0,1,4,0,0,1,0,0,4,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,1,2,0,1,1,5,2,0,0,0,4,0,0,2,1,1,0,0,1,0,0,0,0,2,0,1,0,0,0,3,0,1,0,3,2,0,2,0,0,3,0,0,0,0,1,1,0,2,1,0,0,0,4,3,3,5,2,0,0,4,0,0,0,1,0,0,0,3,3,4,0,0,0,1,7,0,1,0,1,1,2,3,0,1,0,0,1,0,0,0,0,1,1,0,2,1,0,0,0,2,0,0,0,1,0,0,0,0,1,6,0,0,0,0,0,6,1,1,1,5,0,1,2,3,4,0,0,0,4,0,1,0,2,1,2,0,0,2,2,0,1,0,0,1,0,5,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,5,2,4,0,1,3,1,1,0,0,2,5
S1_spot0236,0,1,2,0,4,0,1,1,2,0,0,2,2,1,0,0,1,0,0,0,3,5,0,1,1,0,3,0,0,0,3,3,7,0,2,1,0,4,1,1,4,0,0,2,5,4,0,0,0,0,4,2,1,2,3,0,2,0,1,6,2,2,1,2,6,0,6,1,0,0,0,1,1,5,0,0,0,0,0,2,4,4,0,0,0,0,3,3,0,1,0,2,1,0,0,2,5,1,0,0,2,0,0,0,1,0,1,4,3,0,0,3,0,0,0,0,3,0,0,2,0,2,2,2,1,0,8,1,1,1,0,1,6,0,0,2,1,0,1,2,1,2,8,0,0,0,5,0,3,0,0,4,0,0,2,6,0,0,1,0,2,0,0,6,0,0,0,0,5,1,1,4,3,3,0,5,0,0,0,0,2,0,0,0,6,5,0,0,7,4,4,2,0,0,0,0,0,0,6,1
S1_spot0237,1,0,2,6,7,0,0,0,0,3,9,1,0,0,0,1,0,0,0,1,0,2,0,15,0,2,0,4,6,0,2,3,2,0,2,2,0,6,0,1,0,1,0,0,3,1,2,0,1,3,0,4,0,0,1,4,3,0,0,0,0,0,1,7,9,0,6,0,1,2,0,1,5,1,1,0,1,2,1,3,6,1,3,4,1,0,1,0,0,0,5,10,0,2,1,1,9,1,1,0,2,1,1,1,3,0,0,2,0,2,0,0,0,3,0,0,0,5,1,13,4,0,4,0,0,6,0,0,0,2,0,0,9,0,2,3,2,0,0,1,0,1,0,0,3,1,2,0,0,1,8,1,0,1,1,7,0,2,2,0,7,2,2,1,1,0,1,0,0,2,1,0,6,4,12,0,5,0,0,3,1,0,0,0,5,0,0,0,3,2,2,6,0,2,0,6,0,0,0,4
S1_spot0238,2,2,0,7,6,0,0,2,1,0,2,2,0,1,0,0,1,0,1,0,0,5,0,8,2,2,1,0,0,0,0,1,0,4,2,2,0,7,0,1,6,1,2,2,2,2,2,0,2,2,5,5,0,1,3,0,2,0,1,0,0,3,1,4,4,0,0,1,0,0,1,0,0,2,1,0,1,3,2,1,3,0,7,0,3,0,2,1,2,0,2,0,3,2,1,5,7,0,4,0,0,1,0,0,5,0,1,1,0,7,0,1,1,0,6,0,12,1,0,6,0,1,4,2,0,4,7,1,1,1,0,0,0,0,2,0,1,0,0,0,1,0,0,1,1,0,0,2,6,0,6,0,0,2,3,5,0,0,0,2,4,1,2,2,5,1,0,0,0,3,1,1,4,3,7,1,0,1,0,0,0,1,0,1,8,11,7,0,3,0,0,3,0,1,0,3,2,0,0,0
S1_spot0239,0,0,0,1,0,0,0,0,0,0,4,2,2,0,0,0,0,0,3,0,2,0,0,6,0,1,2,2,0,0,3,3,0,1,1,0,0,4,0,0,4,0,0,5,2,0,2,2,0,0,0,0,0,0,0,1,3,0,1,3,0,0,0,0,0,1,3,0,1,1,0,0,0,0,5,0,0,1,3,0,0,0,0,2,1,0,3,0,0,2,1,0,1,0,0,0,4,2,1,4,0,0,1,3,0,0,0,0,4,4,0,0,0,0,0,1,9,3,3,7,3,0,5,0,0,5,9,1,1,0,0,1,4,0,0,0,0,2,0,0,2,0,6,1,0,1,1,4,0,2,4,3,0,0,1,0,0,2,1,3,2,0,2,1,3,1,0,1,2,4,0,0,2,1,0,1,0,0,1,3,0,0,0,1,4,3,10,2,0,0,2,3,0,0,0,0,0,1,0,0
S1_spot0240,0,1,0,3,0,0,0,1,2,2,0,2,0,1,2,2,1,1,2,0,2,5,2,2,0,1,2,0,3,2,0,0,2,6,3,0,2,5,0,0,2,0,1,3,3,0,2,2,0,3,10,3,0,1,0,0,0,1,0,9,2,0,1,7,8,0,0,0,0,0,0,0,8,0,3,1,0,2,3,2,2,2,4,0,1,1,5,2,0,1,0,3,2,2,0,1,0,1,1,2,3,4,0,1,2,2,1,0,8,2,1,0,0,0,0,0,3,0,2,7,0,0,2,3,1,9,3,3,2,0,3,6,14,0,0,0,0,0,1,0,0,1,3,0,2,0,1,0,0,2,7,2,2,0,2,6,0,2,1,2,5,0,0,2,4,0,5,1,7,5,2,0,0,3,0,0,0,0,0,6,1,0,0,0,0,3,0,3,0,0,4,4,2,1,4,7,1,0,3,7
S1_spot0241,1,0,2,3,0,1,0,1,0,0,2,0,0,4,0,1,0,0,1,1,4,0,0,0,1,0,0,4,3,1,2,2,0,0,2,1,2,0,0,0,0,0,0,1,2,0,1,0,1,0,5,4,1,1,3,1,2,0,0,7,2,1,0,5,8,0,2,2,0,0,0,0,0,2,2,2,1,2,0,1,0,0,6,3,1,0,0,0,0,0,1,0,1,4,0,0,4,0,0,0,0,0,0,1,2,1,0,1,8,0,2,2,0,1,0,0,0,0,0,6,0,0,0,1,1,9,8,1,2,0,1,0,0,0,1,0,0,2,4,0,6,0,2,0,2,0,2,0,9,1,5,0,2,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,3,0,0,1,10,4,0,0,0,0,0,0,3,1,2,3,0,0,5,1,3,0,3,2,0,0,0,3,2,0,5,4
S1_spot0242,3,2,1,6,6,0,1,1,0,1,8,0,0,0,1,1,0,0,0,1,5,0,0,5,0,0,2,5,0,3,0,0,1,0,3,1,4,6,0,0,2,0,0,6,0,0,3,4,0,3,6,0,0,1,5,1,0,0,0,0,5,2,0,0,6,1,4,0,0,1,0,1,3,0,4,1,0,3,1,0,7,0,2,0,0,2,0,0,2,0,1,5,0,2,1,0,0,0,2,2,0,2,0,2,1,0,1,0,7,6,1,0,4,0,5,0,5,0,3,5,0,2,2,3,0,10,8,0,2,0,2,2,6,0,3,0,0,2,0,1,2,0,7,0,1,0,2,0,5,3,0,0,0,1,0,5,1,4,4,1,5,0,2,0,0,1,3,2,5,0,2,0,6,0,0,0,1,0,0,0,1,0,2,0,0,3,8,4,0,0,2,0,3,0,2,5,0,1,4,0
