# synthetic, for demo only -- 5 cell types x 110 cells x 160 genes, seed=572
cell_id,cell_type,G000,G001,G002,G003,G004,G005,G006,G007,G008,G009,G010,G011,G012,G013,G014,G015,G016,G017,G018,G019,G020,G021,G022,G023,G024,G025,G026,G027,G028,G029,G030,G031,G032,G033,G034,G035,G036,G037,G038,G039,G040,G041,G042,G043,G044,G045,G046,G047,G048,G049,G050,G051,G052,G053,G054,G055,G056,G057,G058,G059,G060,G061,G062,G063,G064,G065,G066,G067,G068,G069,G070,G071,G072,G073,G074,G075,G076,G077,G078,G079,G080,G081,G082,G083,G084,G085,G086,G087,G088,G089,G090,G091,G092,G093,G094,G095,G096,G097,G098,G099,G100,G101,G102,G103,G104,G105,G106,G107,G108,G109,G110,G111,G112,G113,G114,G115,G116,G117,G118,G119,G120,G121,G122,G123,G124,G125,G126,G127,G128,G129,G130,G131,G132,G133,G134,G135,G136,G137,G138,G139,G140,G141,G142,G143,G144,G145,G146,G147,G148,G149,G150,G151,G152,G153,G154,G155,G156,G157,G158,G159
C0317,Mono,7,1,3,1,1,0,0,5,8,4,2,0,5,1,5,2,2,2,1,2,3,1,1,1,3,1,1,2,1,1,6,4,1,2,3,2,4,0,1,5,1,6,0,2,2,2,5,2,2,7,12,2,1,3,2,1,3,8,0,1,4,0,4,5,0,2,1,3,2,0,2,13,9,4,3,5,7,2,13,0,1,15,3,4,0,5,10,9,2,7,5,1,0,5,3,0,2,1,0,2,6,1,4,1,1,2,7,1,0,0,1,2,1,4,7,3,3,3,2,3,1,1,3,3,1,0,1,1,1,3,2,2,4,2,5,1,2,9,3,1,0,5,0,2,0,0,3,3,2,1,3,1,0,2,2,0,1,2,2,1
C0318,Mono,1,2,1,0,3,2,2,0,2,1,8,0,0,7,1,1,1,1,1,5,2,0,1,0,0,2,0,1,0,1,3,3,0,2,4,2,3,2,0,2,1,0,1,3,1,0,3,2,1,4,3,1,0,0,3,0,2,1,3,0,2,0,1,2,1,1,3,2,3,0,0,4,10,2,2,1,2,1,1,1,1,6,4,3,1,2,5,4,2,1,2,1,0,5,2,3,2,0,0,1,1,1,2,0,0,1,3,1,0,0,0,1,2,2,3,1,2,3,1,1,0,1,3,0,1,4,1,1,1,1,3,2,1,0,1,0,1,4,1,0,0,5,0,1,0,3,7,3,2,1,1,1,0,1,1,0,1,3,1,0
C0319,Mono,6,4,5,0,1,8,5,4,11,4,6,2,0,4,6,3,1,0,2,7,11,1,3,6,4,2,0,10,2,0,8,7,2,2,13,1,10,4,7,7,0,6,1,8,6,1,5,2,4,7,4,3,2,0,6,0,6,8,2,0,5,0,3,12,4,1,6,6,5,1,3,11,17,9,4,9,5,8,7,0,4,6,8,8,2,2,10,16,3,4,4,2,0,10,9,4,3,3,2,4,11,2,4,1,8,6,6,3,0,0,0,2,4,0,4,6,7,4,5,2,2,2,5,2,2,4,3,2,3,4,3,8,6,2,4,2,1,7,3,1,2,5,0,2,0,5,9,7,0,8,1,3,2,1,0,1,0,4,6,5
C0320,Mono,2,1,2,2,5,7,3,4,6,4,4,0,2,4,0,1,1,2,2,3,7,0,2,3,5,0,0,10,3,1,5,3,3,6,1,2,8,1,1,6,2,3,2,1,2,0,3,5,7,2,13,5,4,2,4,2,7,3,2,3,7,2,1,5,3,1,0,4,4,2,3,10,18,3,4,5,5,6,2,0,3,17,3,4,6,8,13,17,8,10,1,3,1,9,6,9,4,2,0,2,9,6,0,2,1,3,5,3,1,0,1,1,3,5,4,2,6,5,1,3,3,3,3,2,4,0,0,2,0,4,3,3,6,3,11,4,1,7,3,1,1,7,1,1,4,0,7,5,3,6,3,4,3,7,1,0,1,3,3,3
C0321,Mono,10,1,4,2,2,4,7,3,8,2,5,0,3,8,4,1,6,3,1,3,5,3,0,6,5,1,3,8,1,2,7,9,3,4,6,3,4,3,4,7,0,4,1,10,4,0,4,2,7,7,12,8,0,1,11,2,1,3,3,2,0,1,5,12,4,3,3,5,1,1,2,9,15,6,4,9,6,7,7,1,4,8,4,5,3,8,14,17,6,5,8,5,1,7,9,5,7,3,1,0,10,4,5,3,0,3,10,3,0,0,3,0,2,5,5,12,9,7,2,1,2,0,9,3,3,3,1,3,3,5,3,3,6,1,5,3,2,7,3,2,0,7,1,2,3,3,11,5,0,4,0,5,2,4,3,0,3,3,5,6
C0322,Mono,5,3,4,1,0,2,5,0,3,2,3,0,0,1,1,0,3,0,0,3,2,1,1,1,2,0,2,3,0,1,3,1,0,0,2,1,1,1,1,2,0,0,0,1,1,1,2,3,4,2,7,1,0,1,2,1,3,4,1,0,0,0,5,4,0,2,1,0,0,1,1,5,10,1,0,0,2,5,1,1,1,2,2,3,2,2,5,4,2,2,0,3,0,4,3,1,1,0,0,2,9,0,3,1,1,3,2,0,1,0,0,1,3,0,4,1,3,2,2,1,3,1,3,1,2,1,4,0,1,0,2,0,2,1,1,0,1,5,3,1,1,1,2,2,0,0,5,6,0,2,1,3,0,1,1,0,0,2,1,0
C0323,Mono,5,0,2,0,1,2,2,6,3,3,6,1,0,2,1,0,0,2,0,1,2,1,0,6,3,1,0,3,1,1,3,1,1,4,1,0,4,0,2,1,1,2,0,4,3,3,2,3,1,6,8,5,1,2,1,0,3,1,2,0,0,0,2,3,2,3,1,2,7,1,2,4,9,2,4,1,4,3,2,0,2,13,4,7,1,3,6,7,3,4,2,0,0,6,2,3,1,2,0,4,5,3,1,1,4,1,1,4,0,0,0,1,3,0,4,5,4,3,4,2,1,0,6,0,1,3,0,0,0,4,3,2,3,0,2,0,1,5,5,0,3,5,1,1,1,4,6,1,0,2,1,1,1,1,0,0,5,3,3,1
C0324,Mono,5,1,2,1,3,2,1,4,6,2,3,0,0,3,4,2,1,2,0,7,6,1,1,4,4,1,2,7,0,2,6,8,2,2,8,2,7,4,0,5,0,1,2,4,4,0,1,3,6,6,8,1,1,1,2,2,1,6,2,0,4,0,3,4,1,2,0,3,3,0,0,15,12,3,2,7,2,5,9,1,3,9,5,4,5,5,12,14,5,7,3,5,1,5,4,2,4,0,1,2,11,4,1,1,1,5,6,2,0,2,1,1,4,1,3,9,5,4,5,2,0,1,8,0,1,2,5,2,1,4,1,3,2,1,6,1,1,9,5,0,3,7,2,1,4,3,3,5,0,2,5,3,1,7,0,0,2,4,2,5
C0325,Mono,7,1,1,0,4,3,1,0,2,2,3,0,0,2,2,0,3,1,1,2,3,1,0,2,1,0,1,3,2,0,4,3,2,4,2,1,5,0,1,2,0,4,0,2,1,2,6,2,3,4,5,4,1,2,5,2,0,4,0,0,2,0,1,2,1,1,2,3,4,0,2,9,11,4,5,0,2,1,3,1,4,2,2,3,2,2,6,9,6,2,6,3,0,3,3,0,0,0,0,3,8,7,3,0,2,0,9,1,0,0,0,1,1,0,1,2,4,2,1,0,0,1,7,3,1,5,1,2,2,1,0,0,0,1,4,1,1,3,0,0,1,5,0,2,1,2,5,1,0,2,1,1,2,4,0,1,0,2,2,4
C0326,Mono,4,2,1,0,2,1,4,0,4,1,2,0,1,2,3,2,2,0,0,4,3,0,0,1,2,1,0,6,0,0,4,1,1,2,3,1,6,3,2,3,1,3,0,5,1,0,3,1,3,5,4,4,3,0,4,2,2,5,3,0,2,0,3,4,0,2,0,3,0,0,1,8,12,3,2,2,2,3,2,0,4,3,1,2,2,4,10,6,3,6,3,3,1,9,3,0,4,0,2,4,3,0,0,1,0,2,4,1,0,0,1,2,3,3,4,8,7,5,0,1,0,0,4,1,0,2,2,3,1,4,0,2,3,0,5,1,2,4,1,1,2,8,2,1,2,0,4,1,0,1,0,2,1,3,0,1,0,2,3,3
C0327,Mono,9,0,2,0,3,2,2,2,4,0,1,0,1,4,1,1,1,1,1,0,3,1,0,2,1,1,0,5,0,0,4,2,2,0,5,0,3,1,0,5,2,1,2,2,1,1,4,3,4,3,5,3,0,0,1,1,0,5,0,0,1,0,1,1,1,1,2,0,2,1,1,4,7,5,3,3,1,4,0,2,1,3,1,1,2,3,10,6,1,1,2,2,0,2,5,2,1,0,0,1,3,1,3,1,2,4,0,2,1,0,0,1,0,0,1,0,3,1,1,1,1,0,0,1,2,0,0,0,2,2,1,2,4,0,4,0,1,6,1,0,0,2,0,1,2,2,3,3,1,1,1,2,0,0,2,0,1,2,2,2
C0328,Mono,8,0,4,1,2,4,4,3,10,4,7,0,0,2,2,0,1,0,0,6,2,2,1,2,3,1,0,7,0,3,7,6,2,0,2,1,7,1,4,4,1,2,0,3,0,0,1,4,3,5,6,3,1,3,4,4,4,2,3,1,6,0,2,6,4,5,0,0,4,3,4,11,15,5,7,2,5,3,2,2,2,5,4,4,5,4,17,8,8,9,5,4,1,5,6,3,8,2,1,1,10,3,2,1,1,4,4,2,0,0,3,2,0,1,1,8,6,6,1,4,1,0,9,2,1,1,1,1,2,9,2,3,3,0,1,2,0,8,1,0,1,9,1,4,0,4,6,3,1,2,3,1,0,5,3,1,0,3,4,1
C0329,Mono,5,0,1,1,1,2,0,3,5,2,6,0,0,2,3,1,1,0,1,2,3,0,1,4,1,3,2,3,1,0,3,1,1,0,2,0,3,0,4,3,2,2,0,1,2,0,3,2,3,3,12,1,1,1,3,0,2,4,3,0,1,0,2,3,4,2,0,4,0,0,0,3,14,3,5,6,2,4,1,0,1,1,2,1,2,3,7,7,6,4,4,1,1,4,5,3,0,1,0,0,2,2,2,0,1,2,5,1,1,0,0,0,0,1,2,7,5,1,3,3,0,0,2,4,3,1,4,2,1,1,1,2,2,1,1,2,4,7,5,0,2,3,0,0,2,1,4,4,1,1,0,0,0,2,2,0,1,1,4,1
C0330,NK,1,1,2,1,1,3,4,3,6,2,3,0,3,1,2,0,4,1,2,0,2,2,4,2,2,2,2,4,2,0,2,2,2,2,4,1,1,0,2,3,3,0,1,6,2,3,3,1,2,5,9,4,2,2,2,2,1,6,4,1,1,0,3,5,2,0,2,2,2,0,0,4,8,1,2,2,5,1,1,0,2,1,1,2,0,2,3,11,5,4,1,2,0,2,3,2,6,2,0,3,8,2,2,3,0,2,8,1,0,0,0,0,1,4,5,10,4,8,2,7,2,0,12,2,1,5,1,0,1,3,2,2,5,0,4,0,0,6,4,0,1,2,0,0,0,0,6,4,2,0,0,2,1,8,2,0,1,3,1,2
C0331,NK,8,1,1,0,1,4,0,3,3,2,2,0,1,3,2,1,5,1,1,2,3,2,2,4,3,0,1,6,0,1,7,1,1,2,5,1,6,1,4,4,0,3,1,7,2,0,1,3,6,3,10,2,0,0,4,2,4,8,2,1,5,0,2,6,1,1,1,3,2,0,2,9,5,2,1,2,1,2,1,0,3,1,1,1,0,0,5,5,3,4,2,1,0,3,0,1,3,4,2,3,11,4,3,0,1,4,7,4,0,2,0,0,3,7,3,8,4,5,3,4,2,2,6,1,4,6,3,1,1,1,2,4,4,0,2,0,3,5,2,0,0,10,1,0,1,1,5,1,1,3,1,2,2,1,1,0,0,1,5,1
C0332,NK,9,3,7,4,5,8,8,8,8,2,10,1,8,8,12,3,7,2,2,4,16,0,2,12,8,2,5,12,5,5,13,13,1,9,7,4,16,3,5,14,3,4,1,10,5,3,15,10,10,18,15,9,4,10,15,0,9,12,10,2,10,4,12,10,5,3,2,6,1,0,3,11,15,6,9,8,4,7,8,1,5,7,6,10,6,5,17,12,12,6,10,4,2,8,6,4,18,5,5,12,34,11,15,3,4,10,37,13,4,0,1,5,8,4,15,18,25,15,5,9,3,3,19,12,10,8,13,11,5,8,6,9,11,4,21,5,3,21,9,6,3,17,2,5,3,7,20,18,1,12,5,6,2,10,4,0,4,14,10,6
C0333,NK,5,3,2,0,2,0,1,5,3,1,6,0,1,0,0,0,1,0,2,1,2,0,0,3,2,2,0,5,0,2,3,5,0,3,7,0,3,1,1,3,1,1,0,6,2,1,1,1,4,3,8,1,2,0,2,0,2,5,2,0,1,1,1,2,1,1,1,2,1,0,0,5,7,1,1,3,2,4,2,0,2,9,2,2,1,1,5,3,0,2,1,2,0,5,1,3,3,3,0,1,6,3,2,0,1,3,11,2,1,0,0,1,1,1,2,2,5,3,3,3,1,0,3,0,1,1,2,4,1,2,0,1,2,0,1,1,0,4,0,0,0,7,1,0,0,1,7,4,0,0,2,1,6,1,1,1,1,1,2,0
C0334,NK,3,0,2,1,0,2,2,2,4,1,1,0,1,1,0,1,1,1,2,2,1,1,1,0,1,1,0,1,1,0,4,2,0,1,2,2,4,1,4,1,2,1,0,2,2,1,2,0,3,2,5,3,0,0,1,1,0,1,1,1,1,0,2,2,1,2,0,1,1,0,2,3,3,1,2,0,0,0,1,0,0,0,0,2,0,1,3,3,3,1,3,0,0,1,0,2,2,1,3,1,8,4,1,0,1,0,3,2,0,0,0,0,2,1,2,5,8,3,1,0,0,2,6,1,1,1,0,2,2,2,0,0,2,0,4,1,2,3,1,0,1,4,1,0,1,0,7,3,3,1,1,1,1,5,1,0,0,1,1,1
C0335,NK,6,2,4,1,1,2,0,2,9,1,2,1,1,2,0,1,2,1,0,2,4,2,1,2,3,0,0,5,1,0,6,5,2,1,2,1,2,2,1,2,1,1,0,3,2,0,4,2,3,3,3,0,1,2,3,1,3,3,3,2,2,0,2,6,0,3,1,0,3,1,0,2,4,3,2,0,0,4,2,0,0,2,0,1,0,3,7,6,2,1,0,2,0,2,1,3,4,2,1,4,8,1,4,0,3,7,3,3,3,1,0,5,3,2,3,3,11,6,3,3,0,1,6,4,4,2,5,2,0,2,3,3,4,1,4,0,3,6,3,0,1,0,0,1,4,1,5,3,1,0,1,2,1,0,0,0,0,3,0,0
C0336,NK,6,4,0,0,1,3,1,1,8,0,4,0,1,3,3,2,1,3,0,6,2,1,2,4,3,0,4,6,2,0,6,3,2,2,2,2,5,2,1,1,1,2,0,6,4,1,2,1,3,6,7,1,1,3,1,1,1,5,4,0,2,1,4,2,0,2,0,2,4,0,0,4,1,0,1,2,3,0,1,0,2,4,2,0,2,1,5,4,3,1,1,0,1,5,2,3,4,1,1,2,8,2,2,3,0,2,13,4,0,1,0,0,3,1,5,11,7,9,5,4,0,0,10,2,3,7,1,1,1,1,1,5,3,1,4,0,1,3,2,0,2,8,0,2,1,2,5,5,1,1,2,1,2,4,2,0,4,4,0,4
C0337,NK,4,1,1,1,3,1,1,3,2,0,3,0,1,5,1,1,2,1,0,3,4,0,0,1,1,3,1,3,2,1,6,2,1,2,5,1,2,0,1,5,1,1,2,2,0,0,4,2,1,3,7,2,0,3,2,0,1,2,0,1,6,0,1,3,0,0,0,0,4,0,0,4,4,0,2,0,1,2,1,0,2,1,1,4,1,2,9,1,5,1,0,0,0,4,2,0,5,3,1,1,8,5,2,1,2,6,7,1,0,0,0,0,2,1,3,5,5,4,2,3,2,0,5,4,3,0,4,3,0,2,1,0,1,0,4,1,0,5,2,0,1,3,1,0,3,1,3,4,0,1,3,2,0,2,0,0,1,2,1,1
C0338,NK,4,1,6,0,1,0,0,0,6,3,4,0,1,1,5,0,3,1,0,4,4,2,0,5,6,0,3,7,1,0,11,2,3,3,6,3,5,4,1,11,1,3,1,9,2,2,4,3,8,5,12,5,3,1,6,1,5,9,2,0,4,0,5,3,3,0,1,1,1,1,3,7,10,0,2,3,2,3,2,1,0,5,0,3,2,2,8,5,3,2,8,0,0,2,3,1,10,4,2,5,15,5,6,1,3,7,12,6,1,0,1,2,2,1,11,9,12,9,5,3,3,3,9,4,7,3,3,2,0,10,8,2,8,0,5,1,1,10,4,0,2,4,1,0,2,5,12,5,2,7,1,5,2,5,0,0,1,3,3,0
C0339,NK,7,1,1,0,5,5,3,1,5,1,5,0,1,1,4,3,2,1,0,5,2,2,1,4,4,1,1,6,0,0,8,12,4,3,4,2,2,3,2,7,1,2,0,2,0,1,2,3,5,7,10,6,1,2,2,2,5,8,3,0,5,0,6,7,0,0,0,1,0,0,1,4,5,3,3,2,1,2,4,2,1,2,3,2,0,1,7,3,6,1,0,1,0,5,3,4,4,4,3,4,10,2,4,0,1,6,13,2,1,1,2,2,6,6,7,5,14,12,4,6,1,1,6,2,4,5,2,3,1,6,1,2,5,0,3,0,0,7,4,2,0,9,1,4,3,4,8,2,0,6,0,2,3,3,0,0,2,2,6,2
C0340,NK,3,0,2,1,4,2,3,1,5,0,1,0,1,6,4,2,1,0,0,2,3,0,0,1,3,1,0,3,2,1,9,2,2,1,6,0,2,0,0,2,0,0,1,0,1,1,1,1,1,3,2,2,3,0,3,1,2,6,1,1,2,0,1,3,1,2,1,3,0,1,1,4,5,1,1,1,1,3,2,0,0,4,2,2,2,1,0,7,1,1,4,0,0,5,4,1,0,2,1,3,9,3,4,2,3,3,8,0,0,0,1,0,2,3,6,4,8,2,1,1,2,1,6,2,2,4,2,3,1,1,1,0,7,1,5,1,2,3,2,0,1,4,0,2,3,1,5,4,1,3,0,1,2,1,3,0,0,2,1,1
C0341,NK,10,1,3,0,4,7,2,0,8,1,4,0,4,3,2,2,5,0,1,2,4,0,3,6,8,4,0,8,1,2,9,4,2,3,5,0,4,4,3,1,2,4,0,7,1,1,8,4,6,2,6,2,3,0,9,2,4,5,0,0,7,0,4,5,1,2,0,5,0,0,5,5,6,4,5,1,5,4,2,4,2,8,4,0,2,2,4,5,4,5,9,2,0,4,3,0,10,5,2,3,9,4,9,2,4,4,8,1,3,0,0,3,2,11,5,10,20,11,2,3,2,4,9,9,6,5,1,5,4,4,3,5,3,1,6,3,1,7,2,0,4,7,1,1,2,2,4,5,1,6,2,2,3,5,1,1,1,2,3,3
C0342,NK,10,1,4,1,4,2,1,2,7,3,3,0,3,4,4,3,4,3,2,4,2,2,1,6,3,0,2,8,3,1,10,6,1,3,7,2,3,1,2,2,2,1,0,4,6,0,8,6,7,4,9,7,1,2,4,3,1,8,3,2,4,0,4,7,3,0,1,2,3,0,2,6,9,3,2,4,2,3,2,2,2,5,4,3,1,2,9,10,1,5,5,0,0,3,3,3,6,8,1,6,16,8,7,1,3,8,12,5,1,2,1,3,6,4,10,10,16,6,8,5,1,1,8,3,5,10,5,5,0,3,2,2,2,0,7,4,4,11,3,1,0,14,0,1,4,4,7,6,1,5,7,5,5,7,5,2,3,2,4,3
C0343,NK,0,0,0,0,0,1,1,1,2,0,4,0,0,2,1,1,3,1,1,0,3,0,0,2,0,1,1,4,0,0,4,3,1,2,1,1,1,2,2,1,1,0,1,2,2,0,4,4,2,0,3,1,1,2,1,0,0,2,0,0,0,0,2,3,0,2,0,1,0,0,2,2,2,1,0,0,0,1,1,0,0,2,0,0,0,1,6,1,6,1,1,0,1,0,1,1,7,0,1,3,1,2,1,2,3,0,8,2,0,0,3,1,1,3,4,2,8,3,4,3,0,1,1,3,3,3,4,0,2,2,0,1,1,0,2,0,0,4,0,0,2,1,0,3,3,3,1,2,0,1,0,3,2,3,0,0,1,0,1,1
C0344,NK,5,3,3,0,0,1,3,3,4,4,4,1,2,7,3,1,2,1,0,2,3,1,0,1,7,2,0,7,2,1,8,1,2,4,10,0,1,2,3,6,1,4,2,9,3,2,0,5,7,7,7,1,1,3,7,1,1,6,1,1,4,0,5,4,0,2,0,3,1,0,1,2,4,4,4,1,3,3,0,0,2,5,3,2,1,1,2,8,1,5,3,0,0,3,5,3,3,3,3,5,10,4,7,2,1,3,8,2,0,1,2,2,3,3,11,4,8,7,3,5,0,1,7,4,5,4,3,1,2,3,2,3,7,1,3,0,1,6,2,1,1,4,0,0,1,1,7,8,0,4,2,4,2,0,0,1,0,1,3,0
C0345,NK,2,0,2,0,1,3,1,4,5,3,5,0,3,5,2,2,4,1,2,2,4,0,1,2,3,1,1,9,2,1,4,9,3,2,3,0,1,0,3,5,0,4,1,3,5,3,2,7,2,5,9,6,1,1,6,1,3,2,2,1,5,2,2,12,0,2,0,1,0,0,3,5,8,3,1,3,2,2,2,0,3,8,3,3,0,2,2,5,5,4,2,3,0,3,4,0,8,6,0,1,8,1,4,0,2,3,6,5,1,0,1,5,4,1,9,7,9,8,8,4,2,0,6,5,6,4,8,6,3,2,2,2,3,0,4,0,1,6,3,1,0,9,3,2,3,3,7,1,1,4,0,5,1,3,3,0,0,1,4,4
C0346,NK,1,0,0,1,0,2,1,3,0,0,3,0,1,1,0,0,1,2,0,0,2,0,0,0,1,1,1,1,1,1,1,2,0,1,3,1,1,0,1,0,0,0,0,0,1,1,0,0,0,3,5,2,0,1,0,0,1,2,1,0,1,0,1,3,0,0,1,0,0,1,1,1,2,1,2,0,2,0,1,0,1,1,0,0,1,2,1,3,1,1,0,1,0,1,2,0,3,1,2,1,1,0,3,0,0,1,3,0,1,0,0,2,0,2,1,2,1,0,2,1,1,0,1,0,2,0,0,1,0,0,0,1,1,0,3,0,0,4,0,0,0,4,0,1,2,0,0,1,1,1,1,0,1,1,0,0,0,0,2,0
C0347,NK,5,5,0,0,3,2,4,3,6,1,4,2,1,2,3,1,2,1,0,5,8,1,1,4,5,0,2,11,5,1,8,6,3,3,8,2,9,3,2,1,2,3,0,1,0,1,5,1,8,7,10,4,2,2,9,1,4,11,3,0,6,1,4,14,1,0,1,2,0,1,1,3,7,1,0,4,2,1,5,3,1,2,6,4,0,1,6,5,1,3,6,2,0,6,0,1,4,4,2,2,11,3,5,5,3,9,9,6,2,1,1,1,1,6,11,13,18,6,2,3,1,1,12,6,1,7,7,7,3,6,2,1,6,3,9,4,2,12,9,2,1,10,1,0,4,5,9,9,5,3,5,6,2,6,1,1,2,4,7,2
C0348,NK,15,3,11,4,11,12,10,14,17,5,22,1,3,6,8,6,9,5,3,4,16,2,4,10,12,8,5,19,5,1,15,11,5,7,16,6,18,5,3,12,3,7,1,15,9,6,9,14,11,16,21,15,3,5,25,2,13,18,8,3,9,2,10,22,5,3,0,5,5,4,12,13,13,8,6,9,7,9,15,3,4,13,8,7,5,6,16,21,5,7,8,2,2,9,10,8,17,2,8,9,34,20,17,5,10,24,33,9,3,3,4,6,15,8,14,30,34,23,9,12,9,5,24,14,11,10,10,12,6,8,14,11,11,8,16,4,1,29,13,4,1,25,1,6,7,4,25,14,2,13,4,12,4,20,5,3,8,14,9,4
C0349,NK,4,1,1,1,0,3,2,1,1,3,3,0,1,2,4,0,1,1,1,2,3,2,1,1,4,1,1,3,1,0,7,4,0,1,3,3,1,1,3,4,0,4,0,3,1,1,1,1,1,4,8,4,4,1,5,1,3,2,2,0,4,0,3,5,3,2,0,1,1,1,2,6,2,4,1,1,3,0,3,0,1,5,3,0,0,2,6,0,6,2,2,0,0,5,4,2,6,0,2,3,5,0,3,3,0,1,6,2,0,0,2,2,2,3,8,7,5,7,1,1,2,1,6,6,4,6,5,2,0,2,2,1,2,0,4,1,1,7,2,1,1,2,0,2,1,0,10,3,0,2,1,3,1,1,0,0,0,0,4,2
C0350,NK,12,9,6,0,3,9,4,4,12,5,16,0,4,7,6,4,5,1,0,5,9,3,2,11,9,1,5,21,2,4,19,14,8,7,13,1,10,4,5,10,2,6,1,16,10,2,8,6,11,8,25,6,3,5,19,5,7,12,7,2,7,1,11,7,3,3,2,4,6,1,3,9,12,4,6,14,0,8,7,2,2,11,7,4,3,4,11,10,6,5,9,2,1,9,6,3,13,8,4,12,35,10,12,2,7,9,26,9,3,2,3,6,7,10,14,19,28,18,5,9,4,4,23,13,10,9,7,8,2,7,7,3,6,1,12,7,8,10,13,1,1,16,3,5,6,7,10,14,4,4,5,5,2,15,6,1,2,4,10,5
C0351,NK,4,2,5,0,0,5,8,5,5,5,9,0,1,2,4,2,1,1,1,4,6,3,1,3,2,0,4,9,0,1,11,8,2,4,3,3,7,0,2,5,3,3,1,6,1,2,4,2,3,6,13,2,0,2,3,0,0,5,1,1,5,1,5,8,2,3,1,1,1,0,2,6,8,1,3,2,2,2,1,1,3,8,4,2,1,4,14,3,4,3,10,1,1,3,6,5,3,4,2,4,14,5,4,2,5,4,10,5,4,2,1,2,6,3,13,11,14,7,8,3,2,1,10,4,5,4,3,1,0,5,6,4,5,0,2,0,6,5,6,2,2,16,0,2,2,3,4,7,2,1,3,3,2,5,6,0,0,7,4,1
C0352,NK,6,0,8,0,3,4,2,8,5,4,5,0,3,4,5,4,4,1,1,3,2,2,3,11,1,2,0,13,5,3,8,7,2,2,6,3,6,5,2,4,0,6,0,11,5,5,5,3,4,12,8,5,2,1,5,1,6,8,6,1,1,0,5,3,1,0,1,0,3,1,1,9,8,5,4,3,1,1,2,0,2,7,1,1,7,3,8,14,4,2,4,1,0,6,9,1,9,3,4,2,24,3,11,2,1,5,23,4,1,0,1,2,3,4,14,14,12,13,4,7,2,2,11,9,5,9,8,2,1,5,1,3,4,1,9,0,1,9,5,2,1,9,0,1,5,4,7,8,0,2,2,5,4,7,2,3,4,6,5,2
C0353,NK,6,4,2,2,3,3,0,1,7,2,5,1,4,3,6,2,2,2,1,2,2,0,1,3,3,2,2,8,2,0,10,3,3,2,7,4,6,3,4,5,1,4,0,12,4,0,8,2,8,6,16,3,0,2,6,1,1,11,3,0,2,0,5,5,2,3,0,2,3,0,5,6,7,0,0,3,4,1,2,0,2,5,6,5,3,3,7,5,5,2,6,3,0,3,7,0,8,2,1,5,18,8,5,2,4,3,13,5,2,0,1,3,4,4,4,10,14,7,4,11,1,0,13,5,5,7,6,7,4,3,3,4,4,0,7,1,4,6,4,2,1,5,1,1,6,5,9,9,1,8,1,1,2,9,1,1,3,5,5,5
C0354,NK,5,1,3,0,2,4,4,0,3,4,7,0,1,3,5,0,0,0,0,0,5,2,0,2,5,0,2,7,2,2,7,4,1,3,10,1,6,2,1,5,1,5,2,7,2,2,2,4,4,4,16,4,0,2,5,1,3,6,3,0,2,0,7,6,0,1,1,2,3,0,1,7,6,0,6,2,5,4,1,0,4,5,2,1,3,3,13,4,3,1,3,1,0,5,1,0,6,2,1,1,7,4,2,0,2,8,10,6,2,0,1,2,5,5,9,18,12,9,5,1,0,1,12,4,3,2,1,3,0,6,1,4,6,1,4,6,0,10,0,1,0,8,0,2,4,2,7,10,1,3,3,3,2,4,3,1,1,2,1,4
C0355,NK,12,3,5,1,1,3,4,5,7,3,4,1,1,2,1,2,4,1,1,3,7,0,0,6,5,1,1,11,1,1,7,3,6,8,6,2,6,0,2,7,1,3,0,8,4,1,5,6,5,5,11,5,1,4,6,0,11,8,2,1,6,1,7,5,1,2,0,1,1,1,1,6,5,3,3,4,2,4,5,0,1,11,3,4,5,2,11,8,3,2,7,4,0,3,3,3,4,2,2,5,19,4,5,2,6,10,16,9,0,1,1,6,4,2,8,12,17,6,8,5,4,0,8,7,5,4,3,7,2,2,2,5,5,0,5,0,3,6,2,2,2,12,2,5,1,3,6,3,1,4,0,3,2,10,1,0,2,5,1,4
C0356,NK,3,1,1,0,2,3,2,2,5,2,8,0,0,2,2,1,2,0,0,3,3,2,1,0,2,0,3,5,1,2,6,6,1,3,4,1,2,1,3,2,0,2,0,6,1,1,1,0,3,3,5,1,2,0,2,2,4,2,0,1,0,0,1,3,0,0,1,1,0,0,0,0,2,1,1,2,0,1,0,1,3,5,2,2,0,1,4,7,1,3,3,1,0,3,1,0,7,1,2,2,6,2,5,1,4,1,8,1,3,0,0,1,1,1,4,5,7,4,2,4,1,0,5,5,3,2,6,5,0,5,1,1,0,2,8,0,1,4,4,1,0,8,2,2,1,0,4,3,1,3,3,2,4,4,0,0,0,4,1,2
C0357,NK,4,0,3,2,2,4,2,0,4,1,3,0,0,5,3,1,3,1,1,3,4,2,1,3,7,0,2,4,2,0,1,3,2,0,1,3,7,2,3,5,0,6,0,1,1,0,4,5,5,4,8,3,3,3,5,0,3,3,4,1,1,0,1,3,1,0,1,1,3,1,2,6,8,2,2,5,4,3,3,0,3,6,4,2,3,3,10,8,2,3,4,3,0,3,1,1,5,5,0,3,14,4,3,1,5,8,16,3,1,0,0,5,5,2,7,11,8,6,6,4,3,0,6,4,4,3,4,4,3,2,4,4,1,0,5,2,4,10,4,0,0,7,0,1,3,2,6,8,1,6,1,2,2,5,1,1,2,1,6,0
