# synthetic, for demo only -- generated by 580_novae_spatial_fm.py
cell_id,slide,x,y,domain_true,cell_type_true,G000,G001,G002,G003,G004,G005,G006,G007,G008,G009,G010,G011,G012,G013,G014,G015,G016,G017,G018,G019,G020,G021,G022,G023,G024,G025,G026,G027,G028,G029,G030,G031,G032,G033,G034,G035,G036,G037,G038,G039
s3_c0130,slide3,4.078,7.065,D0,CT2,5,1,5,3,1,2,0,1,2,3,2,4,1,5,0,0,2,2,3,5,1,3,3,1,1,5,0,1,1,0,5,0,2,4,0,0,3,4,7,0
s3_c0131,slide3,4.916,7.21,D0,CT0,0,2,0,2,0,0,0,0,0,0,3,3,2,0,1,0,1,3,1,1,0,3,3,2,2,1,2,0,3,2,0,6,2,2,1,0,3,0,1,1
s3_c0132,slide3,5.647,7.011,D0,CT2,6,2,4,1,1,4,0,0,2,4,0,3,0,2,2,0,0,1,2,6,2,3,3,0,0,2,0,0,0,0,4,2,0,5,1,0,2,2,3,0
s3_c0133,slide3,6.904,7.089,D0,CT0,2,3,3,3,1,3,0,0,1,5,2,2,0,1,3,3,2,2,0,0,0,3,2,3,1,1,2,1,0,0,1,2,2,7,3,0,1,0,1,2
s3_c0134,slide3,8.093,6.91,D0,CT0,3,1,1,9,1,0,0,0,1,1,0,0,1,2,1,0,8,1,0,3,2,4,4,1,2,0,0,1,3,0,1,4,2,1,3,0,2,0,0,2
s3_c0135,slide3,8.705,6.992,D2,CT1,0,0,1,0,2,2,1,2,0,4,2,7,1,0,5,2,5,4,6,1,2,1,0,1,0,0,1,3,1,2,3,0,2,1,1,0,1,0,2,1
s3_c0136,slide3,9.935,7.274,D2,CT2,8,1,6,2,6,3,0,0,0,6,1,1,1,7,1,0,2,3,2,6,1,2,0,0,0,2,2,1,1,1,1,0,0,2,0,0,5,1,3,3
s3_c0137,slide3,10.962,7.047,D2,CT1,2,0,6,0,0,3,1,1,0,3,2,2,0,0,1,2,2,7,9,2,2,1,0,1,0,1,2,3,1,4,0,0,0,1,1,1,1,1,2,0
s3_c0138,slide3,12.017,7.192,D2,CT2,4,1,8,1,0,3,0,1,1,3,1,2,2,7,3,0,3,0,5,3,1,1,1,1,2,3,0,2,1,1,2,0,1,0,1,0,5,3,6,5
s3_c0139,slide3,13.177,7.159,D2,CT2,6,4,6,3,3,3,0,0,1,6,1,3,1,5,1,1,3,2,2,8,1,2,1,1,0,1,0,0,0,0,0,0,0,6,1,1,5,2,5,1
s3_c0140,slide3,13.925,6.851,D2,CT2,7,1,7,0,0,5,0,0,1,1,3,1,1,3,1,1,1,1,2,3,3,1,3,1,1,1,0,0,0,1,2,2,0,5,0,0,4,0,7,0
s3_c0141,slide3,14.893,7.116,D2,CT2,11,1,4,4,4,2,0,0,2,3,0,2,2,8,4,0,1,1,4,9,4,2,2,2,2,2,0,1,1,2,0,0,0,2,1,0,5,5,5,2
s3_c0142,slide3,15.757,7.063,D2,CT2,2,0,6,3,0,0,1,0,4,4,3,2,1,3,2,0,2,2,4,6,1,1,8,1,1,2,0,2,0,1,0,1,0,3,1,0,3,5,4,1
s3_c0143,slide3,16.859,6.774,D2,CT1,4,1,5,1,1,0,2,4,0,3,2,0,0,1,3,3,2,1,1,4,4,1,0,0,0,4,0,1,3,1,1,0,1,2,0,2,3,1,2,0
s3_c0144,slide3,-0.058,8.074,D0,CT3,4,1,5,2,0,1,1,0,1,1,0,3,1,3,0,2,2,0,1,1,3,0,4,0,2,3,0,0,1,2,1,3,2,0,0,0,0,1,2,1
s3_c0145,slide3,0.973,7.979,D0,CT0,1,3,2,3,0,2,0,0,1,5,2,0,1,1,1,0,3,1,0,4,0,9,3,6,2,4,0,1,2,0,1,3,3,8,3,1,0,1,1,1
s3_c0146,slide3,1.849,8.239,D0,CT0,1,2,0,0,0,2,0,1,1,11,2,0,3,2,1,1,3,1,1,2,1,5,4,4,2,0,2,0,5,0,4,1,1,3,4,1,4,1,3,2
s3_c0147,slide3,3.129,7.827,D0,CT0,1,0,1,5,0,2,0,0,0,3,2,3,1,1,4,1,1,3,0,1,1,3,1,1,5,0,3,0,4,2,0,4,2,1,2,3,2,0,1,3
s3_c0148,slide3,3.636,7.904,D0,CT0,2,2,1,3,0,0,0,0,0,2,3,3,3,1,1,0,2,5,1,2,0,5,2,4,2,3,2,0,0,1,2,6,5,1,2,1,2,0,4,1
s3_c0149,slide3,5.118,7.96,D0,CT2,3,0,8,5,1,4,0,0,2,6,0,1,0,2,2,1,3,2,2,4,1,3,2,0,0,0,2,1,2,1,1,1,1,1,0,0,4,4,4,0
s3_c0150,slide3,6.064,7.854,D0,CT3,1,2,3,0,2,2,1,0,2,0,0,0,1,3,2,1,1,3,1,0,0,0,2,0,2,2,1,2,1,0,2,3,3,1,1,2,0,1,2,1
s3_c0151,slide3,6.722,8.31,D0,CT0,2,2,0,7,0,1,0,1,0,2,1,2,3,0,3,0,1,2,1,0,0,5,2,4,3,2,1,1,1,0,2,7,1,4,1,0,4,1,0,1
s3_c0152,slide3,7.924,8.023,D0,CT0,1,5,2,4,0,0,0,1,1,2,2,0,1,1,2,0,4,1,1,3,1,1,3,3,3,0,1,0,2,0,2,4,3,3,1,1,2,2,1,2
s3_c0153,slide3,9.06,8.064,D2,CT2,11,3,6,3,1,2,0,0,2,4,3,1,2,9,4,0,1,4,3,1,4,1,2,0,0,0,1,1,1,1,2,2,1,2,0,0,4,2,5,0
s3_c0154,slide3,9.866,7.835,D2,CT3,2,2,1,4,0,0,1,0,0,1,0,0,0,4,1,1,2,0,2,0,1,2,3,0,1,0,0,1,2,3,2,1,3,0,2,1,2,2,1,1
s3_c0155,slide3,11.205,8.249,D2,CT2,5,3,7,1,3,0,0,0,0,4,0,3,0,4,1,0,0,1,4,4,1,1,0,0,0,1,1,2,0,1,2,0,0,5,0,0,6,0,3,0
s3_c0156,slide3,11.857,8.098,D2,CT2,4,1,7,4,2,5,0,1,2,5,2,0,0,11,3,0,3,2,2,9,2,2,5,1,0,1,2,4,1,2,4,2,1,2,1,0,5,6,4,3
s3_c0157,slide3,12.847,7.925,D2,CT3,1,0,3,2,0,0,1,0,1,3,2,1,0,2,0,1,0,2,1,0,2,0,1,1,1,3,0,2,0,1,0,4,1,0,0,1,0,3,1,1
s3_c0158,slide3,13.946,7.957,D2,CT2,8,3,8,1,1,1,0,0,2,3,5,1,1,3,1,2,3,4,1,4,0,2,2,0,0,1,1,0,0,0,5,3,2,0,0,0,2,4,2,0
s3_c0159,slide3,14.968,8.093,D2,CT2,5,0,9,3,2,8,1,0,0,6,3,1,1,6,5,0,0,0,1,7,1,2,0,1,0,0,0,1,0,0,3,4,2,2,1,0,3,4,7,1
s3_c0160,slide3,15.783,8.392,D2,CT2,2,1,4,0,0,6,2,0,2,3,2,1,0,4,1,0,2,1,2,10,1,1,3,0,2,1,1,0,1,0,1,0,0,3,0,0,5,1,3,2
s3_c0161,slide3,16.734,7.901,D2,CT2,5,1,8,4,1,3,0,1,0,5,1,1,0,3,3,1,3,2,0,2,2,5,4,0,1,3,2,1,1,1,1,2,0,1,0,1,5,1,8,1
s3_c0162,slide3,0.252,8.592,D1,CT1,0,0,2,0,2,2,1,6,1,2,0,2,0,0,1,0,3,9,2,4,1,1,0,0,0,2,1,4,4,0,3,0,1,0,1,0,2,2,1,2
s3_c0163,slide3,1.197,8.939,D1,CT0,1,6,1,5,1,0,0,0,0,1,2,0,1,1,2,0,1,1,1,1,1,4,4,3,1,2,4,1,3,0,1,5,1,2,1,1,2,0,1,4
s3_c0164,slide3,1.666,9.002,D1,CT3,3,1,4,1,1,1,2,0,2,2,1,1,0,3,0,2,2,0,2,0,2,1,2,1,4,0,0,2,1,0,0,1,2,0,2,2,1,5,1,3
s3_c0165,slide3,3.304,9.163,D1,CT1,2,2,2,1,0,2,4,0,0,5,5,2,1,0,4,0,5,3,4,2,1,2,0,2,1,0,3,1,3,1,3,0,0,0,0,0,3,1,3,0
s3_c0166,slide3,3.874,8.963,D1,CT1,2,0,6,0,1,1,1,1,3,2,2,2,1,0,0,0,4,1,0,2,2,1,0,0,0,4,0,4,2,4,4,0,0,0,0,0,2,1,1,1
s3_c0167,slide3,5.097,8.983,D1,CT1,0,1,1,1,0,1,1,1,0,6,0,1,2,1,3,0,2,6,4,2,1,0,1,2,2,3,2,2,4,2,1,0,1,0,0,1,3,0,2,1
s3_c0168,slide3,6.068,9.18,D1,CT2,10,1,9,4,1,3,1,1,1,3,1,2,0,10,2,0,2,1,2,4,2,1,1,0,2,2,1,0,0,2,6,1,1,2,1,0,4,3,4,1
s3_c0169,slide3,7.342,9.043,D1,CT3,0,0,2,1,0,0,4,0,0,0,3,3,0,1,0,1,1,1,2,1,2,2,2,1,3,1,0,0,3,3,0,2,2,0,1,1,1,1,3,0
s3_c0170,slide3,7.966,8.743,D1,CT1,3,1,1,0,1,4,3,2,0,5,4,5,1,0,2,1,5,6,5,2,2,5,0,0,1,3,6,2,1,2,0,0,4,0,3,1,1,0,1,1
s3_c0171,slide3,9.041,9.163,D3,CT2,5,1,3,3,2,7,0,1,0,6,0,1,1,3,0,0,0,4,6,7,2,0,1,0,0,1,1,1,1,0,4,0,0,0,0,0,1,3,4,2
s3_c0172,slide3,9.938,9.294,D3,CT3,4,1,6,2,1,2,0,1,1,1,1,1,0,2,0,2,3,0,3,0,5,1,1,0,6,2,0,3,2,3,0,6,2,0,1,0,0,2,2,1
s3_c0173,slide3,11.112,9.128,D3,CT3,0,0,2,3,1,2,3,0,0,0,1,2,0,3,0,2,3,2,2,0,1,0,2,0,1,7,0,2,2,0,1,2,0,3,0,1,2,2,3,1
s3_c0174,slide3,12.218,8.859,D3,CT0,3,1,3,3,0,3,0,0,1,6,2,0,3,0,3,0,2,3,0,3,0,3,1,1,2,2,2,0,4,1,1,3,0,2,4,0,4,0,1,0
s3_c0175,slide3,13.176,8.703,D3,CT0,3,1,1,0,1,1,0,1,1,1,2,0,1,1,2,1,3,4,3,1,0,4,2,6,3,0,1,0,2,1,1,6,2,7,4,1,4,1,1,3
s3_c0176,slide3,14.024,9.254,D3,CT3,2,4,6,2,0,0,0,1,2,2,2,0,2,2,1,3,4,0,0,0,3,3,3,0,0,2,0,0,1,0,0,2,4,0,1,2,0,3,1,0
s3_c0177,slide3,15.126,8.98,D3,CT3,1,1,3,1,0,1,1,2,2,0,1,0,0,2,4,0,3,0,0,0,3,1,2,1,5,2,0,1,2,2,4,7,7,1,1,6,2,4,0,0
s3_c0178,slide3,15.842,8.762,D3,CT3,0,3,3,2,0,0,1,5,3,2,0,0,0,1,1,2,1,1,1,1,0,1,1,1,1,4,0,0,1,0,1,2,2,0,0,2,0,1,0,0
s3_c0179,slide3,17.254,8.963,D3,CT3,4,2,3,0,0,1,0,0,3,0,0,0,1,1,1,1,2,1,1,0,3,0,3,0,2,1,0,1,1,0,1,4,3,0,0,3,1,3,1,1
s3_c0180,slide3,-0.186,9.836,D1,CT2,7,0,6,2,2,6,2,0,2,8,0,1,1,5,2,0,1,1,4,3,1,0,4,1,2,1,0,1,1,1,2,0,0,1,0,1,5,2,5,3
s3_c0181,slide3,0.751,9.823,D1,CT2,4,0,3,0,1,6,0,0,0,3,0,0,2,6,3,0,1,1,3,1,4,1,4,0,1,2,1,1,0,2,1,2,0,3,0,0,5,1,7,2
s3_c0182,slide3,1.803,9.75,D1,CT2,3,1,5,2,2,7,0,0,2,1,3,2,2,5,5,0,3,1,1,2,0,1,4,1,1,0,0,1,0,2,0,1,0,1,1,0,3,4,2,1
s3_c0183,slide3,2.88,9.857,D1,CT1,1,0,1,2,0,3,2,1,0,6,3,2,1,1,1,1,5,4,1,0,1,1,0,0,1,1,1,3,1,2,0,0,0,0,0,1,2,1,1,2
s3_c0184,slide3,3.83,10.176,D1,CT0,1,3,1,2,1,0,0,0,2,7,1,1,2,1,2,3,2,4,1,0,0,3,4,2,9,0,3,0,1,0,2,5,2,9,3,0,0,1,1,2
s3_c0185,slide3,5.059,10.321,D1,CT2,3,1,12,2,1,1,1,0,1,1,1,2,1,5,0,1,0,2,4,8,1,2,1,1,0,1,0,0,3,0,2,1,1,2,0,0,3,0,2,0
s3_c0186,slide3,6.228,10.231,D1,CT3,1,1,3,1,0,0,1,0,1,2,1,0,1,1,2,1,1,0,0,1,2,2,1,0,1,2,0,2,1,0,1,2,1,0,1,0,0,2,2,2
s3_c0187,slide3,6.916,9.777,D1,CT1,1,2,3,1,0,1,2,0,0,2,1,5,1,0,1,0,4,8,3,2,0,2,0,0,1,4,1,3,4,1,1,0,0,1,0,1,2,1,2,1
s3_c0188,slide3,8.036,10.129,D1,CT1,1,1,4,0,4,1,1,1,0,1,2,3,0,0,1,0,4,8,2,2,3,3,0,0,0,5,6,0,1,2,0,0,1,0,1,0,2,1,3,1
s3_c0189,slide3,9.226,9.883,D3,CT3,1,4,3,3,0,2,0,0,2,0,0,2,0,1,0,0,2,3,0,0,2,0,1,1,4,2,0,3,1,4,0,4,3,1,0,2,1,1,2,0
s3_c0190,slide3,10.082,10.071,D3,CT3,3,4,4,2,0,1,0,1,0,3,0,2,0,3,0,0,3,2,0,1,2,1,1,0,2,4,1,2,2,3,3,8,3,1,1,2,0,2,2,3
s3_c0191,slide3,10.944,10.009,D3,CT0,0,4,1,3,0,1,0,0,1,7,1,2,3,0,2,0,3,2,1,2,1,8,7,2,5,5,3,1,2,0,1,7,4,2,2,0,5,0,1,2
s3_c0192,slide3,12.082,10.003,D3,CT1,1,0,3,1,0,1,0,2,0,4,0,2,0,0,2,0,6,5,2,1,0,4,1,1,0,3,2,3,2,2,1,0,1,0,0,1,1,0,2,0
s3_c0193,slide3,12.81,9.74,D3,CT3,4,0,3,1,0,0,1,0,0,2,0,1,0,1,0,0,1,2,0,0,3,0,3,0,2,2,0,6,0,1,1,4,6,0,0,0,1,2,2,2
s3_c0194,slide3,13.832,10.239,D3,CT3,3,2,6,1,1,3,0,0,2,4,0,1,1,2,0,1,2,1,0,0,1,0,0,0,2,2,0,1,1,1,0,1,1,0,1,1,0,0,4,0
s3_c0195,slide3,14.965,9.989,D3,CT2,7,0,5,3,2,3,1,0,0,5,1,3,0,2,3,1,2,0,3,3,0,0,1,1,1,1,0,2,1,2,1,2,0,3,1,0,3,0,6,1
s3_c0196,slide3,16.048,10.259,D3,CT3,2,1,8,4,0,4,1,1,1,0,0,2,1,1,2,0,0,1,2,0,1,2,7,2,3,1,0,1,0,1,0,6,0,1,1,2,0,2,0,4
s3_c0197,slide3,16.851,10.148,D3,CT3,0,4,6,2,0,3,2,0,0,1,2,4,0,3,2,2,1,1,0,0,1,1,3,0,3,2,0,4,0,0,1,4,1,2,0,1,0,4,2,2
s3_c0198,slide3,0.11,11.045,D1,CT1,1,0,3,0,1,1,2,1,1,3,3,4,1,0,0,3,5,7,4,1,1,2,0,0,0,0,2,1,1,1,1,0,1,0,3,3,1,1,1,2
s3_c0199,slide3,0.891,11.075,D1,CT3,0,1,6,2,0,2,1,1,2,2,0,1,1,1,1,5,1,1,1,0,2,0,6,0,5,4,0,1,3,1,0,2,1,0,0,2,0,3,4,1
s3_c0200,slide3,2.126,11.078,D1,CT1,1,0,4,1,1,2,1,1,0,3,1,3,1,0,1,0,5,9,0,1,0,6,0,0,0,2,3,5,0,2,1,1,1,0,0,2,4,0,1,1
s3_c0201,slide3,2.74,11.047,D1,CT3,1,2,3,4,0,3,2,1,2,0,0,1,0,1,2,1,4,0,0,0,1,0,3,1,2,1,0,0,1,3,1,3,5,1,1,1,1,1,5,1
s3_c0202,slide3,4.153,11.236,D1,CT1,1,0,1,0,0,2,0,3,0,3,2,8,1,1,1,1,2,7,2,2,1,3,0,0,0,1,1,1,1,1,1,1,1,0,1,0,3,1,4,1
s3_c0203,slide3,5.206,11.048,D1,CT3,2,3,3,1,1,1,1,1,1,4,0,3,0,6,0,2,3,0,0,1,1,0,4,0,5,3,0,1,1,3,1,2,3,1,1,2,1,6,1,1
s3_c0204,slide3,6.477,10.824,D1,CT3,1,3,5,1,1,2,2,2,3,5,0,2,0,3,2,4,4,1,3,1,1,0,1,0,2,3,0,4,0,3,0,2,2,0,1,1,0,2,2,4
s3_c0205,slide3,7.055,11.132,D1,CT2,6,3,3,2,0,5,0,0,1,6,1,3,0,2,0,0,2,2,3,3,1,0,3,1,1,1,0,1,1,2,2,1,0,1,0,0,4,3,9,1
s3_c0206,slide3,8.176,10.76,D1,CT1,2,0,1,0,1,0,1,1,1,5,6,2,0,0,3,0,3,7,5,1,1,3,1,1,1,2,1,3,0,3,3,0,0,1,0,1,2,0,1,2
s3_c0207,slide3,8.909,11.228,D3,CT0,1,2,1,2,0,2,0,1,1,4,2,1,1,2,2,0,4,3,0,1,0,6,2,8,4,2,2,0,0,0,1,2,3,7,3,1,6,1,4,2
s3_c0208,slide3,9.842,11.273,D3,CT0,3,1,3,3,0,2,1,0,0,4,2,1,3,2,0,1,0,0,1,0,1,4,3,4,3,1,2,0,0,1,0,5,2,2,5,4,2,0,1,2
s3_c0209,slide3,10.942,11.006,D3,CT3,4,3,10,1,0,0,1,1,0,2,1,2,0,4,2,3,2,0,0,0,2,2,1,0,0,1,0,1,0,1,0,3,4,0,2,0,1,6,2,2
s3_c0210,slide3,11.806,10.935,D3,CT3,2,1,5,3,0,3,2,0,1,0,2,0,0,1,1,0,4,0,0,0,0,2,3,0,2,2,0,1,1,0,2,3,2,0,0,3,0,5,2,2
s3_c0211,slide3,13.075,10.776,D3,CT3,2,5,5,3,1,1,2,3,4,1,0,1,0,3,2,2,1,0,2,0,2,1,2,0,2,2,0,3,2,0,2,1,4,0,1,2,0,7,1,3
s3_c0212,slide3,13.922,11.164,D3,CT1,3,1,4,1,2,0,2,1,1,3,3,4,1,1,3,1,8,4,2,3,3,2,1,1,0,3,3,1,3,1,2,0,0,0,1,1,3,0,3,4
s3_c0213,slide3,14.988,11.053,D3,CT3,1,2,2,2,0,1,0,0,3,2,0,0,0,6,0,0,0,0,2,0,3,2,0,0,1,4,1,2,1,1,0,5,4,1,1,1,0,4,2,1
s3_c0214,slide3,16.356,11.118,D3,CT3,2,0,2,4,1,4,0,2,3,2,2,2,0,2,0,3,2,1,1,0,1,1,3,1,3,4,1,0,1,1,0,2,2,0,0,2,0,3,2,2
s3_c0215,slide3,17.648,11.232,D3,CT3,1,3,1,0,1,1,0,0,1,1,0,1,0,4,1,2,1,1,1,0,3,0,2,1,0,5,1,2,1,1,1,1,2,0,0,3,0,1,1,1
s3_c0216,slide3,-0.336,11.846,D1,CT1,1,1,0,0,1,2,1,1,0,4,0,6,0,1,1,1,1,6,1,2,0,2,1,1,0,3,1,2,1,3,4,1,0,2,1,1,1,0,4,2
s3_c0217,slide3,0.879,11.868,D1,CT3,2,1,4,2,0,3,3,0,0,1,0,3,2,1,2,0,4,0,2,1,1,0,2,0,3,1,0,3,1,1,0,4,4,0,1,1,0,1,3,1
s3_c0218,slide3,2.065,12.241,D1,CT2,4,1,3,1,3,2,0,0,2,4,0,2,2,6,2,0,4,0,0,5,2,4,4,1,1,4,0,1,0,1,2,1,0,0,1,1,4,5,5,0
s3_c0219,slide3,2.947,11.76,D1,CT1,2,0,1,1,0,5,3,3,3,6,4,3,0,1,1,2,1,2,3,0,1,0,0,3,1,1,3,4,3,3,2,0,4,1,0,2,1,1,4,0
s3_c0220,slide3,4.313,12.112,D1,CT1,1,0,3,0,0,1,2,1,0,1,2,11,1,0,2,1,5,6,2,1,1,1,0,0,0,2,5,7,2,2,0,1,0,1,0,1,4,0,0,2
s3_c0221,slide3,4.735,12.028,D1,CT3,1,2,8,3,1,1,1,0,1,4,0,1,0,1,0,1,2,2,0,0,2,1,0,1,4,5,0,0,1,1,1,2,2,2,1,1,1,7,1,3
s3_c0222,slide3,6.241,12.025,D1,CT0,3,0,0,3,0,1,0,0,2,2,3,3,1,3,1,0,3,4,1,0,0,6,3,1,3,3,5,0,1,2,0,4,1,3,2,0,2,0,0,3
s3_c0223,slide3,6.756,12.133,D1,CT1,4,1,2,1,4,1,0,3,1,5,2,2,1,0,2,1,5,4,0,0,2,4,1,2,2,3,0,1,0,1,1,0,1,0,0,1,1,1,1,3
s3_c0224,slide3,7.721,11.856,D1,CT1,1,1,3,1,2,3,1,3,1,2,3,2,0,0,2,0,4,5,3,2,1,2,0,0,2,4,1,4,0,3,2,0,0,0,0,0,0,0,0,3
s3_c0225,slide3,8.696,12.042,D3,CT1,3,2,4,0,1,1,3,4,0,1,1,3,0,1,2,0,2,2,5,3,4,1,0,2,0,1,2,2,0,4,1,0,1,1,0,1,4,1,1,0
s3_c0226,slide3,10.081,11.921,D3,CT3,0,1,2,4,1,2,1,1,1,3,1,3,0,4,3,2,1,0,0,2,4,0,1,1,4,4,1,0,2,1,2,2,2,0,0,0,1,5,4,0
s3_c0227,slide3,11.025,12.056,D3,CT2,7,1,8,2,1,3,0,0,2,2,2,1,3,8,2,0,1,1,1,7,3,0,2,0,0,0,1,0,0,0,4,1,0,3,0,0,6,3,4,2
s3_c0228,slide3,11.988,12.261,D3,CT3,3,1,5,3,0,2,0,1,1,1,1,2,0,1,2,0,1,0,0,0,2,1,1,0,2,1,0,3,1,1,0,6,3,1,2,1,0,1,1,2
s3_c0229,slide3,13.1,12.026,D3,CT3,2,0,2,5,1,2,0,0,1,4,1,3,0,4,1,1,5,2,0,0,2,1,3,0,2,0,0,1,2,2,1,2,3,1,2,1,1,4,1,2
s3_c0230,slide3,13.939,12.138,D3,CT3,1,1,3,1,1,2,1,0,1,1,0,0,2,2,2,2,0,0,0,3,3,1,1,0,3,2,0,1,2,0,1,3,6,2,0,2,0,0,1,3
s3_c0231,slide3,14.763,11.989,D3,CT3,2,2,3,2,0,2,0,1,2,2,0,0,0,1,0,0,5,0,2,0,5,1,2,0,2,1,0,3,3,2,1,4,7,1,0,0,0,4,1,2
s3_c0232,slide3,15.928,12.081,D3,CT3,4,1,5,2,1,1,0,1,2,1,0,1,0,2,0,2,0,1,0,1,4,0,0,0,3,3,0,3,1,2,1,1,1,0,2,4,0,1,2,1
s3_c0233,slide3,16.915,11.847,D3,CT1,1,0,2,0,2,1,1,1,1,2,2,3,0,0,1,1,2,6,3,4,2,1,2,2,0,1,1,5,2,0,1,0,1,0,1,0,2,0,5,3
s3_c0234,slide3,-0.181,13.064,D1,CT1,1,2,3,0,0,3,2,4,1,6,3,0,0,1,1,1,2,7,6,1,4,1,1,0,0,1,0,5,2,0,1,0,1,0,1,0,4,0,1,1
s3_c0235,slide3,0.724,12.679,D1,CT1,1,1,0,1,0,0,3,2,0,4,4,2,0,1,5,1,8,4,2,3,3,1,1,1,0,3,2,3,1,2,2,0,0,2,1,2,2,0,0,0
s3_c0236,slide3,2.194,13.07,D1,CT2,10,1,11,4,2,6,1,0,2,4,2,2,1,6,0,1,1,0,4,5,1,1,2,0,2,4,0,0,0,0,2,2,0,3,0,1,0,3,6,6
s3_c0237,slide3,2.878,13.203,D1,CT1,1,1,4,1,0,4,1,2,0,2,0,4,0,1,1,1,1,6,3,0,0,1,2,1,2,4,4,4,1,1,2,0,0,0,0,0,3,0,3,1
s3_c0238,slide3,3.946,13.137,D1,CT1,1,0,1,0,1,1,1,2,0,3,1,5,0,0,3,0,5,10,5,2,0,0,0,0,0,2,3,1,3,1,3,1,1,1,1,1,2,0,1,0
s3_c0239,slide3,5.33,12.935,D1,CT3,0,2,4,2,0,2,2,2,3,1,0,0,1,6,1,2,5,0,2,0,2,0,3,0,2,3,0,0,0,2,0,6,3,1,0,2,2,5,1,6
s3_c0240,slide3,5.854,12.675,D1,CT1,1,1,1,1,0,1,5,3,0,2,0,2,1,0,0,3,7,9,2,0,0,2,1,0,0,1,5,5,4,1,2,0,1,1,1,3,4,0,1,0
s3_c0241,slide3,6.938,12.803,D1,CT1,4,0,6,0,1,3,0,1,0,4,3,5,1,0,3,0,4,5,5,1,1,1,0,2,0,3,2,4,2,0,0,0,1,1,0,0,4,0,1,1
s3_c0242,slide3,7.707,13.254,D1,CT3,2,3,6,2,2,0,2,0,2,2,0,0,0,2,0,1,1,1,1,1,2,0,1,0,1,1,0,2,1,0,0,4,2,0,1,3,0,4,2,3
s3_c0243,slide3,8.917,12.861,D3,CT2,5,1,6,1,0,4,0,0,0,6,0,2,0,7,3,2,1,0,4,2,1,1,3,0,1,1,2,2,1,2,2,1,0,2,0,0,5,2,2,2
s3_c0244,slide3,10.403,12.702,D3,CT0,2,2,1,2,1,4,0,2,1,5,3,1,0,1,1,0,1,1,0,1,1,6,4,4,4,3,3,0,1,0,0,4,5,1,2,0,5,0,1,5
s3_c0245,slide3,10.623,13.05,D3,CT3,7,1,4,0,0,3,2,0,0,2,0,1,0,1,0,1,2,0,1,0,2,2,1,1,2,3,0,2,1,0,0,4,3,0,1,1,2,4,3,0
s3_c0246,slide3,11.887,13.113,D3,CT0,2,3,0,3,0,1,0,0,2,5,1,2,3,3,2,0,2,2,3,1,0,2,6,8,1,0,0,2,1,1,0,6,2,4,4,3,2,0,4,3
s3_c0247,slide3,13.114,13.095,D3,CT1,2,0,3,3,0,5,0,3,0,3,0,2,1,0,3,0,3,2,5,1,1,0,2,1,0,3,4,6,1,1,3,0,1,2,1,0,3,0,1,1
s3_c0248,slide3,13.952,13.059,D3,CT1,3,0,3,0,0,2,3,4,2,8,1,5,1,0,1,1,4,3,3,1,2,2,0,0,1,3,2,6,0,6,0,1,0,2,1,2,4,1,2,2
s3_c0249,slide3,15.088,12.892,D3,CT3,1,1,1,1,1,2,0,0,2,1,0,1,0,4,2,0,5,0,0,0,1,2,1,0,2,4,0,0,1,4,4,2,2,0,1,3,0,4,2,3
s3_c0250,slide3,16.104,13.156,D3,CT0,1,1,1,4,0,4,1,2,1,1,2,1,2,2,2,0,2,1,0,1,1,3,1,3,4,0,1,1,4,1,2,2,2,4,0,0,0,0,1,4
s3_c0251,slide3,16.992,13.041,D3,CT3,2,0,9,2,0,2,0,1,3,1,1,1,0,4,1,1,4,1,0,0,0,0,1,1,2,4,0,1,0,0,0,4,1,2,0,3,1,1,2,1
s3_c0252,slide3,0.038,13.983,D1,CT1,1,0,2,2,0,3,1,2,2,0,5,2,1,0,0,3,3,2,2,1,0,3,2,1,0,2,2,6,1,1,1,0,2,1,2,1,1,0,4,2
s3_c0253,slide3,0.681,13.575,D1,CT1,0,1,2,0,1,4,4,0,1,2,1,3,1,0,1,0,3,6,2,0,1,0,2,1,0,1,0,5,4,0,2,0,1,1,0,1,1,0,2,0
s3_c0254,slide3,1.844,13.83,D1,CT1,1,0,2,1,1,1,2,0,0,4,2,4,2,0,1,1,7,8,4,0,1,3,0,0,0,3,0,2,2,3,3,1,1,1,0,1,2,1,2,0
s3_c0255,slide3,3.41,14.043,D1,CT3,2,3,2,2,0,2,0,1,1,2,0,4,1,1,1,3,2,1,1,0,3,1,6,1,4,1,1,0,2,0,1,5,2,1,0,2,0,2,3,3
s3_c0256,slide3,3.853,13.976,D1,CT1,0,3,3,0,0,2,1,1,1,1,1,5,0,0,1,1,6,4,4,0,2,1,0,0,0,1,2,2,1,0,1,0,1,1,0,3,3,1,1,0
s3_c0257,slide3,4.81,13.756,D1,CT1,0,0,1,0,0,2,3,5,0,2,2,5,1,0,2,1,2,1,4,4,1,2,1,0,1,2,1,7,1,4,2,0,1,1,0,0,3,0,3,2
s3_c0258,slide3,6.106,14.13,D1,CT3,0,3,1,3,0,0,0,0,2,2,0,0,0,3,1,1,3,0,0,0,2,0,1,1,1,3,0,2,1,2,1,3,2,1,0,1,0,4,4,0
s3_c0259,slide3,7.149,14.225,D1,CT2,11,1,7,4,0,3,0,1,1,5,2,0,1,5,0,0,3,3,2,6,3,2,0,0,1,0,0,1,0,0,1,2,0,1,0,1,2,3,6,1
